sample_barcode	sample_id
GTEX-1399R-0826-SM-5IJEL	SRR1486139
GTEX-13NYB-2726-SM-5J2MT	SRR1486156
GTEX-13PL6-0826-SM-5IJBI	SRR1486174
GTEX-ZDTT-0526-SM-5HL4M	SRR1486195
GTEX-WWYW-2826-SM-4MVOQ	SRR1486215
GTEX-12WSC-3126-SM-5GCNB	SRR1486239
GTEX-13W3W-1226-SM-5LU4H	SRR1486262
GTEX-12WSI-0005-SM-5O99K	SRR1486280
GTEX-13FXS-0011-R9a-SM-5K7UI	SRR1486304
GTEX-X3Y1-1926-SM-4PQZO	SRR1486322
GTEX-11P82-1126-SM-5BC5K	SRR1486348
GTEX-13O61-0926-SM-5IFFE	SRR1486370
GTEX-ZT9W-0003-SM-4YCE6	SRR1486391
GTEX-YB5E-1926-SM-5IFIG	SRR1486439
GTEX-13OW8-0226-SM-5K7UP	SRR1486457
GTEX-1477Z-0011-R3b-SM-5PNX9	SRR1486475
GTEX-14753-0011-R8b-SM-5S2U1	SRR1486496
GTEX-Y5V5-2426-SM-5IFJA	SRR1486520
GTEX-113JC-0726-SM-5GZZR	SRR1486538
GTEX-12ZZY-0011-R5a-SM-5EGL9	SRR1486560
GTEX-QESD-0826-SM-47J4G	SRR1486584
GTEX-13NYS-0011-R6b-SM-5MR3R	SRR1486608
GTEX-ZAB4-0011-R5a-SM-4SOKC	SRR1486626
GTEX-14753-1726-SM-5NQ9X	SRR1486650
GTEX-132Q8-0526-SM-5IJBQ	SRR1486698
GTEX-117XS-0005-SM-5PNU6	SRR1486719
GTEX-13FHP-0011-R11b-SM-5LZXP	SRR1486741
GTEX-1399U-2426-SM-5K7XB	SRR1486762
GTEX-13O3O-1126-SM-5KM4Q	SRR1486780
GTEX-ZVTK-0626-SM-5GU6Y	SRR1486799
GTEX-WYBS-1626-SM-4ONCA	SRR1486821
GTEX-13NZ9-2026-SM-5KM1U	SRR1486845
GTEX-YFC4-0011-R5a-SM-4RGLR	SRR1486863
GTEX-13NZ8-0926-SM-5MR3U	SRR1486889
GTEX-Y3I4-2026-SM-4TT6Z	SRR1486907
GTEX-139T6-1826-SM-5KM2E	SRR1486931
GTEX-YF7O-0008-SM-4W1ZS	SRR1486949
GTEX-131XF-2226-SM-5EQKG	SRR1486973
GTEX-Y9LG-0008-SM-4VBRJ	SRR1487019
GTEX-XBEC-0726-SM-4QARZ	SRR1487043
GTEX-11PRG-0008-SM-5S2N5	SRR1487067
GTEX-139TU-0006-SM-5LZVN	SRR1487089
GTEX-145MH-0011-R5a-SM-5P9JT	SRR1487107
GTEX-11EQ8-0926-SM-5H12V	SRR1487128
GTEX-ZF2S-2526-SM-5CVNT	SRR1487150
GTEX-1122O-1726-SM-5GICM	SRR1487173
GTEX-13S7M-0011-R10b-SM-5PNZB	SRR1487194
GTEX-ZDTT-0926-SM-5J2MS	SRR1487215
GTEX-11WQK-0226-SM-5EQLI	SRR1487233
GTEX-11TT1-2726-SM-5LU8L	SRR1487278
GTEX-YJ89-0011-R1a-SM-4RGLS	SRR1487295
GTEX-13OVH-0011-R3a-SM-5KM49	SRR1487321
GTEX-ZXG5-0226-SM-59HJI	SRR1487340
GTEX-X4EP-0011-R10B-SM-4QASJ	SRR1487362
GTEX-13OW7-1926-SM-5LUB4	SRR1487386
GTEX-ZP4G-1726-SM-4WWCM	SRR1487403
GTEX-13NYS-1926-SM-5IJCB	SRR1487425
GTEX-13OW8-1026-SM-5J1NQ	SRR1487446
GTEX-145ME-0126-SM-5S2QM	SRR1487465
GTEX-Y8LW-0126-SM-4VBS1	SRR1487485
GTEX-13FLV-1126-SM-5J2NO	SRR1487509
GTEX-13PVR-1226-SM-5RQJ2	SRR1487527
GTEX-ZF28-2526-SM-57WFH	SRR1487547
GTEX-ZYFD-0326-SM-5NQ8I	SRR1487570
GTEX-ZA64-1026-SM-5HL8R	SRR1487592
GTEX-ZF28-0126-SM-4WKGK	SRR1487614
GTEX-Y3IK-2226-SM-4YCD4	SRR1487638
GTEX-132QS-1426-SM-5P9GE	SRR1487662
GTEX-13OVJ-0011-R10b-SM-5L3HT	SRR1487685
GTEX-WRHK-1126-SM-4MVOJ	SRR1487704
GTEX-13OVI-0826-SM-5KLZ8	SRR1487728
GTEX-ZAK1-0526-SM-5K7X4	SRR1487746
GTEX-132AR-1826-SM-5EGHR	SRR1487764
GTEX-ZT9W-0926-SM-57WFS	SRR1487784
GTEX-1399R-1726-SM-5K7YJ	SRR1487807
GTEX-13112-0011-R4b-SM-5DUXL	SRR1487825
GTEX-13X6J-0126-SM-5QGOU	SRR1487846
GTEX-13111-1226-SM-5GCNC	SRR1487867
GTEX-11DXY-0526-SM-5EGGQ	SRR1487890
GTEX-139UW-0226-SM-5K7WU	SRR1487910
GTEX-ZZPT-1426-SM-5N9C5	SRR1487928
GTEX-12ZZZ-0226-SM-59HKU	SRR1487947
GTEX-Y3I4-1026-SM-4TT2C	SRR1487969
GTEX-ZUA1-0426-SM-5NQAF	SRR1487993
GTEX-13113-0526-SM-5GCN2	SRR1488017
GTEX-WHPG-1226-SM-4M1ZI	SRR1488041
GTEX-Y114-0008-SM-4TT8X	SRR1488067
GTEX-14ICL-1926-SM-5RQIZ	SRR1488091
GTEX-11P81-1326-SM-5GU5S	SRR1488111
GTEX-YJ8O-2726-SM-5IFJ7	SRR1488133
GTEX-139YR-1726-SM-5IFFK	SRR1488151
GTEX-QDT8-0011-R9A-SM-5SI8J	SRR1488172
GTEX-12WSH-2526-SM-5CVNH	SRR1488214
GTEX-ZDTT-1226-SM-4WKG9	SRR1488237
GTEX-PWN1-0006-SM-5SI7T	SRR1488261
GTEX-13PL6-0011-R5b-SM-5O9BI	SRR1488285
GTEX-13S86-1626-SM-5Q5C5	SRR1488307
GTEX-13NYS-0011-R8a-SM-5MR5H	SRR1488349
GTEX-12WSF-0011-R1a-SM-5DUVI	SRR1488367
GTEX-1128S-0326-SM-5GZZF	SRR1488388
GTEX-148VI-0226-SM-5RQKA	SRR1488429
GTEX-ZTX8-1526-SM-5N9GI	SRR1488449
GTEX-11LCK-1226-SM-5Q5AM	SRR1488470
GTEX-ZP4G-0926-SM-4WWF4	SRR1488491
GTEX-X3Y1-0008-SM-4PR12	SRR1488514
GTEX-13SLX-0011-R9b-SM-5SI6X	SRR1488538
GTEX-ZUA1-0011-R8b-SM-51MST	SRR1488562
GTEX-Y3I4-1526-SM-4TT7K	SRR1488586
GTEX-131XW-0011-R10a-SM-5DUVA	SRR1488651
GTEX-12ZZZ-3026-SM-5BC67	SRR1488672
GTEX-11I78-2226-SM-5PNYA	SRR1488694
GTEX-13OW6-0011-R11a-SM-5L3H2	SRR1488751
GTEX-13RTJ-2126-SM-5S2PZ	SRR1488770
GTEX-11OF3-0726-SM-5BC4Z	SRR1488790
GTEX-ZYW4-1326-SM-5E45N	SRR1488858
GTEX-YECK-1726-SM-5IFI3	SRR1488881
GTEX-13JVG-0226-SM-5J1MW	SRR1488899
GTEX-ZA64-2126-SM-5Q5A8	SRR1488918
GTEX-ZVZP-1126-SM-5GICU	SRR1488939
GTEX-NL3G-0226-SM-4RGLU	SRR1488960
GTEX-12BJ1-0926-SM-5EQ62	SRR1488986
GTEX-ZXES-0726-SM-5E451	SRR1489007
GTEX-14BMU-2026-SM-5S2W6	SRR1489030
GTEX-11EMC-3326-SM-5P9JH	SRR1489054
GTEX-QMRM-1526-SM-4R1K6	SRR1489075
GTEX-QESD-0326-SM-47J4F	SRR1489092
GTEX-11ZTT-0006-SM-5N9FX	SRR1489116
GTEX-13NYC-2826-SM-5K7WR	SRR1489137
GTEX-13OW6-0011-R4a-SM-5O9DX	SRR1489155
GTEX-13OW5-0011-R6b-SM-5O9BW	SRR1489177
GTEX-131XE-2426-SM-5EQ5V	SRR1489199
K-562-SM-4M1XD	SRR1489220
GTEX-1339X-0726-SM-5L3FF	SRR1489246
GTEX-ZYFG-0226-SM-5GIDT	SRR1489265
GTEX-13G51-2726-SM-5LZZ9	SRR1489286
GTEX-14753-0526-SM-5QGPR	SRR1489307
GTEX-ZVZP-1626-SM-5GIDJ	SRR1489328
GTEX-132NY-2726-SM-5PNY2	SRR1489349
GTEX-X585-0226-SM-4QAS2	SRR1489370
GTEX-147JS-1026-SM-5S2MP	SRR1489394
GTEX-U3ZM-0426-SM-59HKR	SRR1489416
GTEX-11WQC-2726-SM-5CVLG	SRR1489438
GTEX-13PL7-2126-SM-5L3HZ	SRR1489461
GTEX-ZAJG-3126-SM-5HL9J	SRR1489502
K-562-SM-4WWAK	SRR1489524
GTEX-Y5V6-1026-SM-4VBS2	SRR1489546
GTEX-13JUV-2426-SM-5J1NS	SRR1489570
GTEX-11DXW-0626-SM-5N9ER	SRR1489589
GTEX-PWCY-2026-SM-5Q5BF	SRR1489610
GTEX-ZDYS-1226-SM-5IJF3	SRR1489631
GTEX-1192X-1526-SM-5H11I	SRR1489648
GTEX-12WSK-1526-SM-5CVNO	SRR1489670
GTEX-ZYW4-0926-SM-59HJS	SRR1489693
GTEX-11GS4-0426-SM-5N9CD	SRR1489715
GTEX-YEC3-1326-SM-4WWEL	SRR1489734
GTEX-ZF2S-3026-SM-4WWCH	SRR1489757
GTEX-ZE9C-0011-R3a-SM-4WKGT	SRR1489779
GTEX-13CF2-2026-SM-5K7VI	SRR1489803
GTEX-13N1W-0011-R4a-SM-5MR52	SRR1489821
GTEX-11I78-1126-SM-5A5K5	SRR1489839
GTEX-ZF3C-0001-SM-4WWAW	SRR1489862
GTEX-145ME-0426-SM-5S2QP	SRR1489884
GTEX-Y8LW-1826-SM-5S2MV	SRR1489904
GTEX-ZF2S-0006-SM-4WKHF	SRR1489926
GTEX-ZT9W-0726-SM-4YCDC	SRR1489995
GTEX-131YS-3126-SM-5KLYT	SRR1490019
GTEX-14BMV-0326-SM-5RQHW	SRR1490037
GTEX-13FH7-0626-SM-5KLZD	SRR1490097
GTEX-Y3IK-0005-SM-4WWDE	SRR1490115
GTEX-11ZTS-1326-SM-5EQMA	SRR1490138
GTEX-Y8LW-1526-SM-5IFHL	SRR1490160
GTEX-Y8DK-0008-SM-4RGM2	SRR1490178
GTEX-145ME-2226-SM-5S2VY	SRR1490204
GTEX-139T8-0126-SM-5K7XZ	SRR1490228
GTEX-145ME-1526-SM-5Q5F2	SRR1490246
GTEX-13FTW-2226-SM-5J1OH	SRR1490270
GTEX-ZV7C-0526-SM-51MRB	SRR1490289
GTEX-13VXU-0126-SM-5SI9F	SRR1490313
K-562-SM-5P9EQ	SRR1490337
GTEX-11DXX-1126-SM-5GZZK	SRR1490360
GTEX-13RTJ-0011-R11a-SM-5O9CK	SRR1490382
GTEX-131XG-1426-SM-5GCMO	SRR1490404
GTEX-113IC-0426-SM-5HL5O	SRR1490427
GTEX-13111-2126-SM-5LZU2	SRR1490447
GTEX-12ZZW-0011-R6a-SM-5DUVZ	SRR1490465
GTEX-13OVG-0326-SM-5KM57	SRR1490486
GTEX-13O3O-1426-SM-5KM2S	SRR1490505
GTEX-12WSH-0011-R1a-SM-5GU5V	SRR1490524
GTEX-ZVT3-1626-SM-5GU66	SRR1490546
GTEX-11GSO-3026-SM-5Q5AL	SRR1490568
GTEX-ZVP2-0005-SM-51MRK	SRR1490589
GTEX-13PDP-0011-R8b-SM-5O9CS	SRR1490613
GTEX-ZZ64-0826-SM-5E449	SRR1490635
GTEX-Y5V6-2026-SM-5IFHO	SRR1490658
GTEX-1313W-0926-SM-5EQ56	SRR1490700
GTEX-13FHO-2026-SM-5J1OA	SRR1490721
GTEX-13JUV-2826-SM-5LZWU	SRR1490740
GTEX-WRHK-0426-SM-4MVOG	SRR1490761
GTEX-13QBU-1026-SM-5LU3R	SRR1490785
GTEX-12WSD-2126-SM-5LZWK	SRR1491257
GTEX-13N1W-0826-SM-5MR5J	SRR1491275
GTEX-13JVG-0011-R7b-SM-5MR3Q	SRR1491293
GTEX-13RTJ-0011-R9a-SM-5Q5AY	SRR1491311
GTEX-ZLV1-0005-SM-4WWAP	SRR1491332
GTEX-139T6-0626-SM-5IFF9	SRR1491354
GTEX-Y5V5-2326-SM-4V6GA	SRR1498183
GTEX-13PDP-0726-SM-5L3HP	SRR1498207
GTEX-YEC3-0826-SM-4WWFP	SRR1498226
GTEX-YEC3-1426-SM-4WWEM	SRR1498249
GTEX-13N1W-0011-R3a-SM-5MR5E	SRR1498272
GTEX-Y8LW-1226-SM-4WWDP	SRR1498290
GTEX-13OVK-0006-SM-5O9B7	SRR1498313
GTEX-145MN-0226-SM-5QGPY	SRR1498374
GTEX-ZA64-2226-SM-5Q5A9	SRR1498395
GTEX-ZVT2-1826-SM-5NQ8W	SRR1498416
GTEX-13O3P-0726-SM-5J2OM	SRR1498438
GTEX-ZAB4-0008-SM-4RGM6	SRR1498456
GTEX-12WS9-0011-R2a-SM-5CVNE	SRR1498482
GTEX-Y114-1526-SM-4TT79	SRR1498505
GTEX-ZAK1-0126-SM-5IJD3	SRR1498529
GTEX-145MI-0011-R10a-SM-5PNZD	SRR1498550
GTEX-ZTTD-1426-SM-4YCEX	SRR1498571
GTEX-12KS4-1526-SM-5EQ6E	SRR1498595
GTEX-N7MT-0011-R1a-SM-5SI7S	SRR1498616
GTEX-131YS-0011-R4a-SM-5DUVL	SRR1498640
GTEX-1399R-2226-SM-5P9JB	SRR1498661
GTEX-ZC5H-0008-SM-4WAX8	SRR1498682
GTEX-ZVZQ-0011-R11a-SM-51MS6	SRR1498702
GTEX-13D11-1226-SM-5IFGA	SRR1498726
GTEX-13U4I-1926-SM-5LU39	SRR1498747
GTEX-14DAR-2226-SM-5S2VT	SRR1498765
GTEX-NL3G-0007-SM-4SOIF	SRR1498789
GTEX-Y3I4-0426-SM-4TT29	SRR1498813
GTEX-YB5K-2226-SM-4WWG1	SRR1498838
GTEX-ZYY3-3126-SM-5SI9L	SRR1498861
GTEX-YFC4-0926-SM-5S2U7	SRR1498885
GTEX-12WSD-0126-SM-59HKN	SRR1498909
GTEX-XQ3S-1626-SM-4WAYN	SRR1498931
GTEX-ZWKS-2826-SM-5NQ74	SRR1498951
GTEX-145ME-0626-SM-5O99Q	SRR1498973
GTEX-1269C-2426-SM-5FQSN	SRR1498997
GTEX-13G51-0926-SM-5IFFU	SRR1499019
GTEX-14753-1626-SM-5NQ9L	SRR1499040
GTEX-XLM4-2326-SM-4TT2D	SRR1499064
GTEX-ZDYS-0008-SM-4E3IX	SRR1499108
GTEX-13NYB-2226-SM-5MR58	SRR1499156
GTEX-139YR-2426-SM-5J1OB	SRR1499174
GTEX-12WSD-3126-SM-5HL7P	SRR1499193
GTEX-11ZUS-2126-SM-5N9E6	SRR1499215
GTEX-Y8LW-2126-SM-4VBRX	SRR1499236
GTEX-WY7C-1926-SM-4ONCI	SRR1499260
GTEX-13PLJ-1726-SM-5L3FT	SRR1499284
GTEX-ZF3C-1026-SM-5S2OC	SRR1499303
GTEX-11UD2-1526-SM-5EQLQ	SRR1499325
GTEX-147F3-0826-SM-5NQA7	SRR1499347
GTEX-Y114-2726-SM-4TT9B	SRR1499371
GTEX-ZZPU-0426-SM-5GZYH	SRR1499395
GTEX-ZU9S-1826-SM-5NQ9E	SRR1499418
GTEX-13G51-0011-R11b-SM-5J2NE	SRR1499442
GTEX-11TUW-1926-SM-5BC58	SRR1499460
GTEX-11I78-2326-SM-5Q5AH	SRR1499482
GTEX-1399R-0226-SM-5IJGG	SRR1499503
GTEX-YJ8O-2426-SM-5HL7S	SRR1499521
GTEX-ZLWG-0526-SM-4WWFB	SRR1499543
GTEX-13111-2226-SM-5LZUE	SRR1499566
GTEX-ZP4G-0726-SM-4WWF2	SRR1499584
GTEX-11ONC-2826-SM-5P9GQ	SRR1499607
GTEX-1445S-0011-R7b-SM-5PNUG	SRR1499630
GTEX-12WSJ-1526-SM-5GCNI	SRR1499652
GTEX-X261-1726-SM-4PQYT	SRR1499675
GTEX-12WSK-0926-SM-5CVNQ	SRR1499699
GTEX-12ZZW-3026-SM-5LZW7	SRR1499722
GTEX-13QJ3-0726-SM-5SI68	SRR1499740
GTEX-12ZZY-0626-SM-5EQ5T	SRR1499764
GTEX-11EQ8-2826-SM-5N9C1	SRR1499785
GTEX-ZAB5-2626-SM-5KM3Y	SRR1499804
GTEX-YJ89-0011-R2b-SM-4RGLT	SRR1499823
GTEX-WY7C-0626-SM-4ONCT	SRR1499849
GTEX-13113-2126-SM-5EQ4U	SRR1499873
GTEX-ZT9X-1926-SM-57WE7	SRR1499894
GTEX-13U4I-0126-SM-5LU38	SRR1499917
GTEX-11GSO-0226-SM-5A5LV	SRR1499935
GTEX-YECK-0005-SM-4W217	SRR1499958
GTEX-Y111-2826-SM-4TT3O	SRR1499982
GTEX-ZTX8-1326-SM-4YCEL	SRR1500006
GTEX-11ZUS-0526-SM-59884	SRR1500030
GTEX-13OVH-0726-SM-5N9BU	SRR1500052
GTEX-13O1R-2426-SM-5KLZZ	SRR1500071
GTEX-WYJK-0626-SM-4ONCZ	SRR1500089
GTEX-1313W-0226-SM-5LZV7	SRR1500113
GTEX-13FHP-2426-SM-5KLZ5	SRR1500131
GTEX-ZYWO-2826-SM-5GIDY	SRR1500149
GTEX-11DYG-0006-SM-5NQB2	SRR1500170
GTEX-117YW-2826-SM-5H116	SRR1500194
GTEX-QDVN-2126-SM-5SI7X	SRR1500216
GTEX-144GL-0226-SM-5QGOX	SRR1500240
GTEX-145MN-0326-SM-5QGQI	SRR1500261
GTEX-11EMC-0526-SM-5EGJN	SRR1500282
GTEX-QEG5-1826-SM-4R1JP	SRR1500306
GTEX-13FTX-2026-SM-5L3D6	SRR1500323
GTEX-Y8E4-1226-SM-5IFIM	SRR1500342
GTEX-ZV68-0326-SM-59HJG	SRR1500360
GTEX-12WSK-0326-SM-5GCOJ	SRR1500382
GTEX-ZE7O-0011-R6a-SM-57WCI	SRR1500405
GTEX-13RTJ-0011-R4b-SM-5PNX1	SRR1500428
GTEX-11WQC-2426-SM-5EQKQ	SRR1500450
GTEX-Y3IK-2526-SM-4WWDM	SRR1500472
GTEX-13PVR-0326-SM-5RQJY	SRR1500495
GTEX-14DAR-1526-SM-5RQIX	SRR1500516
GTEX-1399T-0011-R11a-SM-5J2O1	SRR1500537
GTEX-1117F-0526-SM-5EGHJ	SRR1500555
GTEX-11NV4-0526-SM-5N9BF	SRR1500598
GTEX-12584-0011-R6a-SM-5NQ7C	SRR1500617
GTEX-12WSM-0726-SM-5GCOW	SRR1500661
GTEX-Y5V5-2126-SM-4WWFO	SRR1500709
GTEX-13OVG-0726-SM-5IJBY	SRR1500732
GTEX-145MH-0011-R3b-SM-5P9JQ	SRR1500753
GTEX-WZTO-1526-SM-4PQYQ	SRR1500774
GTEX-1445S-0011-R4a-SM-5PNWN	SRR1500800
GTEX-XBEW-0626-SM-4QASP	SRR1500822
GTEX-11ONC-0926-SM-5BC5E	SRR1500846
GTEX-11WQC-0011-R10a-SM-57WCT	SRR1500868
GTEX-14753-2526-SM-5LU97	SRR1500891
GTEX-12WSL-0626-SM-5GCOY	SRR1500908
GTEX-ZLFU-0126-SM-5EQMN	SRR1500931
GTEX-WXYG-1126-SM-4ONCH	SRR1500953
GTEX-13NZ8-1626-SM-5IJBC	SRR1500977
GTEX-ZF28-0011-R5a-SM-4WWCZ	SRR1500998
GTEX-11P7K-2026-SM-5GU74	SRR1501020
GTEX-1399R-1326-SM-5PNYS	SRR1501043
GTEX-1313W-0726-SM-5EGK1	SRR1501097
GTEX-13FH7-2026-SM-5IJCR	SRR1502143
GTEX-13NYB-0226-SM-5N9G4	SRR1507229
GTEX-SUCS-0226-SM-5CHQG_rep1	SRR2135283
GTEX-SUCS-0226-SM-5CHQG_rep2	SRR2135284
GTEX-WFG8-0126-SM-5CHTB_rep1	SRR2135287
GTEX-WFG8-0826-SM-5CHQY_rep2	SRR2135291
GTEX-WFG8-1226-SM-5CHTQ_rep1	SRR2135294
GTEX-WFG8-1526-SM-5CHSI_rep1	SRR2135297
GTEX-WFG8-1726-SM-5CHTE_rep1	SRR2135299
GTEX-WFON-0126-SM-5CHTF_rep1	SRR2135309
GTEX-WFON-1126-SM-5CHTG_rep1	SRR2135314
GTEX-WFON-1426-SM-5CHT1_rep1	SRR2135315
GTEX-SUCS-0426-SM-5CHT6_rep1	SRR2135328
GTEX-T6MN-0011-R10A-SM-5CHQC_rep1	SRR2135333
GTEX-T6MN-0011-R4A-SM-5CHSD_rep1	SRR2135338
GTEX-T6MN-0011-R6A-SM-5CHQD_rep1	SRR2135342
GTEX-T6MN-0011-R7A-SM-5CHSP_rep1	SRR2135343
GTEX-SUCS-0626-SM-5CHQE_rep1	SRR2135351
GTEX-T6MN-1826-SM-5CHQB_rep1	SRR2135353
GTEX-TSE9-0011-R7A-SM-5CHS2_rep1	SRR2135363
GTEX-TSE9-1326-SM-5CHR5_rep1	SRR2135368
GTEX-TSE9-2926-SM-5CHQO_rep1	SRR2135374
GTEX-U8XE-2026-SM-5CHQF_rep1	SRR2135383
GTEX-U8XE-2126-SM-5CHRC_rep1	SRR2135385
GTEX-W5X1-0226-SM-5CHTO_rep1	SRR2135388
GTEX-W5X1-0826-SM-5CHT7_rep1	SRR2135392
GTEX-W5X1-1026-SM-5CHSO_rep1	SRR2135393
GTEX-W5X1-1126-SM-5CHTH_rep1	SRR2135394
GTEX-SUCS-1026-SM-5CHTC_rep1	SRR2135395
GTEX-W5X1-2226-SM-5CHTP_rep1	SRR2135401
GTEX-N7MS-0011-R10A-SM-2HMJK	SRR595926
GTEX-NL3H-0011-R6a-SM-2I3G8	SRR597927
GTEX-OOBJ-2626-SM-2I3F6	SRR597952
K-562-SM-2D7VW	SRR598042
GTEX-NFK9-0626-SM-2HMIV	SRR598044
GTEX-P4QT-2626-SM-2I3FM	SRR598100
GTEX-NPJ8-0011-R4a-SM-2HML3	SRR598124
GTEX-NPJ8-0426-SM-2HMK6	SRR598148
GTEX-OXRP-0006-SM-2I3FN	SRR598172
GTEX-N7MT-0011-R6a-SM-2I3G3	SRR598196
GTEX-Q2AG-0011-R6A-SM-2HML7	SRR598253
GTEX-N7MS-0011-R7a-SM-2HMKN	SRR598276
GTEX-Q2AG-0011-R5A-SM-2HMJH	SRR598428
GTEX-PW2O-0526-SM-2I3DX	SRR598484
GTEX-N7MT-1326-SM-2I3FV	SRR598509
GTEX-Q2AI-0326-SM-2I3EK	SRR598565
GTEX-NL3H-0011-R5a-SM-2I3GB	SRR598638
GTEX-PWOO-0926-SM-2I3EC	SRR598645
GTEX-N7MT-0011-R4a-SM-2I3G9	SRR598671
GTEX-PWOO-0006-SM-2I3E3	SRR598725
K-562-SM-2D7VY	SRR598749
GTEX-P44G-0011-R1A-SM-2I3FE	SRR598768
GTEX-Q2AG-0011-R8A-SM-2HMK5	SRR598862
GTEX-OIZG-0526-SM-2HMLF	SRR599059
GTEX-N7MT-0011-R2a-SM-2I3GI	SRR599486
GTEX-NPJ7-0011-R6a-SM-2I3G7	SRR600348
GTEX-N7MT-0011-R10A-SM-2I3E1	SRR600361
GTEX-Q2AG-0011-R4A-SM-2HMKA	SRR600445
GTEX-PX3G-0326-SM-2I3EO	SRR600474
GTEX-NL3H-0011-R7a-SM-2I3G5	SRR600533
GTEX-N7MS-0011-R6a-SM-2HMJ4	SRR600560
GTEX-OHPL-0526-SM-2HMIX	SRR600584
GTEX-NL3H-0011-R3a-SM-2I3GL	SRR600608
GTEX-NPJ8-0011-R1a-SM-2HMLC	SRR600724
GTEX-N7MT-0011-R11A-SM-2I3DZ	SRR600754
GTEX-N7MT-0126-SM-2D7VT	SRR600784
GTEX-OXRL-0326-SM-2I3F2	SRR600852
GTEX-Q2AG-2826-SM-2HMJQ	SRR600876
GTEX-PX3G-0526-SM-2I3EM	SRR600900
GTEX-NPJ7-0011-R11A-SM-2I3E8	SRR600957
GTEX-OHPL-1626-SM-2HMIR	SRR600981
GTEX-PWCY-0005-SM-2I3E2	SRR601038
GTEX-NL4W-0011-R6a-SM-2I3GA	SRR601122
GTEX-PWN1-2626-SM-2I3FH	SRR601157
GTEX-Q2AH-0526-SM-2I3ED	SRR601239
GTEX-OOBJ-0006-SM-2I3F4	SRR601263
GTEX-N7MT-0011-R7a-SM-2I3FZ	SRR601287
GTEX-PWOO-0726-SM-2I3EB	SRR601311
GTEX-P4PQ-0005-SM-2HMKJ	SRR601335
GTEX-OHPK-2626-SM-2HMK9	SRR601359
GTEX-OXRK-1826-SM-2HMJE	SRR601387
GTEX-P4QT-0526-SM-2I3EX	SRR601477
GTEX-P44G-0011-R10A-SM-2I3FF	SRR601500
GTEX-P4PQ-0326-SM-2HMJ8	SRR601645
GTEX-NPJ8-1526-SM-2D7VU	SRR601669
GTEX-OIZH-1626-SM-2HMKI	SRR601671
GTEX-NPJ8-1626-SM-2HMIY	SRR601695
GTEX-OHPJ-1026-SM-2HMLE	SRR601900
GTEX-QDVN-0626-SM-2I3FP	SRR601962
GTEX-OIZG-1126-SM-2HMIU	SRR601986
GTEX-OIZG-1326-SM-2HMIQ	SRR602010
GTEX-Q2AI-0006-SM-2I3FG	SRR602034
GTEX-OOBK-0526-SM-2HMJJ	SRR602058
GTEX-OIZH-0126-SM-2HMIS	SRR602082
GTEX-NFK9-0926-SM-2HMJU	SRR602106
GTEX-Q2AG-0011-R1A-SM-2HMJI	SRR602169
GTEX-NL4W-0011-R8a-SM-2I3G4	SRR602193
GTEX-NPJ7-0011-R10A-SM-2I3E5	SRR602314
GTEX-OIZH-2626-SM-2HMJM	SRR602338
GTEX-N7MT-0011-R3a-SM-2I3GC	SRR602365
GTEX-PWCY-2326-SM-2I3EQ	SRR602389
GTEX-OIZH-0326-SM-2HMKC	SRR602437
GTEX-NL3H-0011-R10A-SM-2I3E9	SRR602516
GTEX-Q2AG-0011-R7A-SM-2HMJP	SRR602540
GTEX-Q2AG-0011-R9A-SM-2HMJ6	SRR602598
GTEX-NL4W-0011-R5a-SM-2I3GD	SRR602622
GTEX-QCQG-0326-SM-2I3ES	SRR602680
GTEX-Q2AG-0011-R10A-SM-2HMLA	SRR602704
GTEX-Q2AG-0011-R3A-SM-2HMJ9	SRR602728
GTEX-OHPK-0006-SM-2HMKH	SRR602784
GTEX-NL4W-0011-R9a-SM-2I3G1	SRR602871
GTEX-Q2AG-2926-SM-2HMJ3	SRR602927
GTEX-Q2AG-0826-SM-2HMKF	SRR602978
GTEX-N7MS-0011-R4a-SM-2HMKW	SRR603068
GTEX-QDVN-0726-SM-2I3FO	SRR603092
GTEX-OOBJ-1626-SM-2I3F7	SRR603116
GTEX-Q734-0006-SM-2I3FJ	SRR603140
GTEX-P4PQ-1626-SM-2HMKK	SRR603164
GTEX-Q2AH-0426-SM-2I3EP	SRR603188
GTEX-OHPL-0126-SM-2HMJ7	SRR603212
GTEX-Q734-0526-SM-2I3EH	SRR603268
GTEX-NPJ8-0007-SM-2D7VX	SRR603330
GTEX-NPJ7-0011-R2a-SM-2I3GF	SRR603397
GTEX-OHPK-0326-SM-2HMJO	SRR603449
GTEX-P4QS-0005-SM-2I3EY	SRR603472
GTEX-NL3H-0011-R11A-SM-2I3E6	SRR603596
GTEX-Q2AH-0726-SM-2I3EA	SRR603726
GTEX-NPJ8-0326-SM-2D7VV	SRR603750
GTEX-P44G-0011-R5A-SM-2I3FA	SRR603752
GTEX-OXRP-0526-SM-2I3EW	SRR603776
GTEX-NFK9-0726-SM-2HMJW	SRR603834
GTEX-P4QS-0326-SM-2I3EU	SRR603918
GTEX-PW2O-0006-SM-2I3DV	SRR604002
GTEX-NPJ7-2726-SM-2I3FT	SRR604026
GTEX-N7MS-0011-R2a-SM-2HML6	SRR604050
GTEX-Q2AG-0011-R2A-SM-2HMIT	SRR604074
GTEX-N7MS-0011-R11A-SM-2HMJS	SRR604098
