samples	experimental_strategy	genome_size	breaks_count	breaks_density
BS_KH0NFCWF	WGS	2719487222	312	0.1147275109351479
BS_KH3859M5	WGS	2719487222	468	0.17209126640272185
BS_KHSYAB3J	WGS	2719487222	1644	0.6045257306967409
BS_KJQXZ8GK	WGS	2719487222	596	0.21915896319662867
BS_KJTW1RBN	WGS	2719487222	1062	0.39051479683694573
BS_KKWQW01N	WGS	2719487222	590	0.21695266490941428
BS_KM878Y43	WGS	2719487222	250	0.09192909530059927
BS_KP0YNTAK	WGS	2719487222	690	0.253724303029654
BS_KPWRDRFP	WGS	2719487222	320	0.11766924198476707
BS_KRYYDC2X	WGS	2719487222	310	0.11399207817274311
BS_KSHETTQC	WGS	2719487222	514	0.1890062199380321
BS_KV3XF9WV	WGS	2719487222	924	0.3397699362310149
BS_KVV3G6NP	WGS	2719487222	312	0.1147275109351479
BS_KVYCH9PB	WGS	2719487222	754	0.2772581514266074
BS_KXGJ1HMG	WGS	2719487222	640	0.23533848396953413
BS_KY1CTGJ3	WGS	2719487222	870	0.3199132516460855
BS_KYG3H6C6	WGS	2719487222	358	0.13164246447045816
BS_KYPZRS4S	WGS	2719487222	430	0.15811804391703074
BS_M0B42FPR	WGS	2719487222	526	0.19341881651246087
BS_M16CDR44	WGS	2719487222	312	0.1147275109351479
BS_M18CDDGK	WGS	2719487222	828	0.3044691636355848
BS_M1TDS9CT	WGS	2719487222	372	0.13679049380729172
BS_M28HG0NT	WGS	2719487222	340	0.12502356960881503
BS_M2MSWKBC	WGS	2719487222	274	0.1007542884494568
BS_M4E4H6NG	WGS	2719487222	430	0.15811804391703074
BS_M5FM63EB	WGS	2719487222	442	0.16253064049145952
BS_M8EBKZDG	WGS	2719487222	242	0.0889873642509801
BS_MAVSJH2Y	WGS	2719487222	812	0.29858570153634645
BS_MCM78YPC	WGS	2719487222	918	0.33756363794380057
BS_ME97J1GA	WGS	2719487222	348	0.1279653006584342
BS_MEPW36WF	WGS	2719487222	614	0.22577785805827183
BS_MFTAVQ5C	WGS	2719487222	310	0.11399207817274311
BS_MGBEMNYR	WGS	2719487222	590	0.21695266490941428
BS_MGY2V5N4	WGS	2719487222	526	0.19341881651246087
BS_MJJZJMTK	WGS	2719487222	318	0.11693380922236228
