gene_id	gene_symbol
ENSG00000185247.14	MAGEA11
ENSG00000185250.15	PPIL6
ENSG00000185252.18	ZNF74
ENSG00000185261.14	KIAA0825
ENSG00000185262.8	UBALD2
ENSG00000185264.11	TEX33
ENSG00000185267.9	CDNF
ENSG00000185269.11	NOTUM
ENSG00000185271.7	KLHL33
ENSG00000185272.13	RBM11
ENSG00000185274.11	GALNT17
ENSG00000185275.6	CD24P4
ENSG00000185278.15	ZBTB37
ENSG00000185290.3	NUPR2
ENSG00000185291.11	IL3RA
ENSG00000185294.6	SPPL2C
ENSG00000185296.8	AC026785.1
ENSG00000185298.12	CCDC137
ENSG00000185303.16	SFTPA2
ENSG00000185304.14	RGPD2
ENSG00000185305.10	ARL15
ENSG00000185306.12	C12orf56
ENSG00000185313.6	SCN10A
ENSG00000185319.5	SSXP4
ENSG00000185324.21	CDK10
ENSG00000185332.6	TMEM105
ENSG00000185338.4	SOCS1
ENSG00000185339.8	TCN2
ENSG00000185340.15	GAS2L1
ENSG00000185344.13	ATP6V0A2
ENSG00000185345.18	PRKN
ENSG00000185347.17	C14orf80
ENSG00000185352.8	HS6ST3
ENSG00000185359.12	HGS
ENSG00000185361.8	TNFAIP8L1
ENSG00000185372.3	OR2V1
ENSG00000185379.20	RAD51D
ENSG00000185385.4	OR7A17
ENSG00000185386.14	MAPK11
ENSG00000185390.2	FGF7P2
ENSG00000185404.16	SP140L
ENSG00000185414.19	MRPL30
ENSG00000185418.15	TARSL2
ENSG00000185420.18	SMYD3
ENSG00000185432.11	METTL7A
ENSG00000185433.8	LINC00158
ENSG00000185436.11	IFNLR1
ENSG00000185437.13	SH3BGR
ENSG00000185442.12	FAM174B
ENSG00000185448.10	FAM47A
ENSG00000185453.12	C19orf68
ENSG00000185467.7	KPNA7
ENSG00000185475.10	TMEM179B
ENSG00000185477.4	GPRIN3
ENSG00000185479.5	KRT6B
ENSG00000185480.11	PARPBP
ENSG00000185482.7	STAC3
ENSG00000185483.11	ROR1
ENSG00000185485.14	SDHAP1
ENSG00000185495.10	AC138393.1
ENSG00000185499.16	MUC1
ENSG00000185504.16	FAAP100
ENSG00000185507.19	IRF7
ENSG00000185513.14	L3MBTL1
ENSG00000185515.14	BRCC3
ENSG00000185518.11	SV2B
ENSG00000185519.8	FAM131C
ENSG00000185522.8	LMNTD2
ENSG00000185523.6	SPATA45
ENSG00000185527.11	PDE6G
ENSG00000185532.15	PRKG1
ENSG00000185551.14	NR2F2
ENSG00000185559.13	DLK1
ENSG00000185561.9	TLCD2
ENSG00000185565.11	LSAMP
ENSG00000185567.6	AHNAK2
ENSG00000185585.19	OLFML2A
ENSG00000185591.9	SP1
ENSG00000185594.4	SPATA8
ENSG00000185596.16	WASH3P
ENSG00000185607.5	ACTBP7
ENSG00000185608.8	MRPL40
ENSG00000185610.6	DBX2
ENSG00000185614.4	FAM212A
ENSG00000185615.15	PDIA2
ENSG00000185619.18	PCGF3
ENSG00000185621.11	LMLN
ENSG00000185624.14	P4HB
ENSG00000185627.17	PSMD13
ENSG00000185630.18	PBX1
ENSG00000185631.7	AC017079.1
ENSG00000185633.10	NDUFA4L2
ENSG00000185634.11	SHC4
ENSG00000185638.9	FTH1P14
ENSG00000185640.5	KRT79
ENSG00000185641.6	AC034236.1
ENSG00000185650.9	ZFP36L1
ENSG00000185651.14	UBE2L3
ENSG00000185652.11	NTF3
ENSG00000185658.13	BRWD1
ENSG00000185662.9	SMIM23
ENSG00000185664.14	PMEL
ENSG00000185666.14	SYN3
ENSG00000185668.7	POU3F1
ENSG00000185669.5	SNAI3
ENSG00000185670.7	ZBTB3
ENSG00000185674.9	LYG2
ENSG00000185681.12	MORN5
ENSG00000185684.13	EP400NL
ENSG00000185686.17	PRAME
ENSG00000185689.15	C6orf201
ENSG00000185697.16	MYBL1
ENSG00000185700.10	TTTY8B
ENSG00000185701.7	OR5M5P
ENSG00000185710.9	SMG1P4
ENSG00000185716.11	C16orf52
ENSG00000185721.12	DRG1
ENSG00000185722.16	ANKFY1
ENSG00000185728.16	YTHDF3
ENSG00000185730.7	ZNF696
ENSG00000185736.15	ADARB2
ENSG00000185737.12	NRG3
ENSG00000185739.13	SRL
ENSG00000185742.6	C11orf87
ENSG00000185745.9	IFIT1
ENSG00000185753.12	CXorf38
ENSG00000185758.8	CLDN24
ENSG00000185760.15	KCNQ5
ENSG00000185761.10	ADAMTSL5
ENSG00000185774.14	KCNIP4
ENSG00000185775.9	SPATA31A6
ENSG00000185787.14	MORF4L1
ENSG00000185792.9	NLRP9
ENSG00000185798.7	WDR53
ENSG00000185800.11	DMWD
ENSG00000185803.8	SLC52A2
ENSG00000185808.13	PIGP
ENSG00000185811.17	IKZF1
ENSG00000185813.10	PCYT2
ENSG00000185818.7	NAT8L
ENSG00000185821.3	OR6C76
ENSG00000185823.3	NPAP1
ENSG00000185825.15	BCAP31
ENSG00000185829.17	ARL17A
ENSG00000185834.10	RPL12P4
ENSG00000185837.3	HDHD5-AS1
ENSG00000185838.13	GNB1L
ENSG00000185839.3	AL035411.1
ENSG00000185842.15	DNAH14
ENSG00000185847.7	LINC01405
ENSG00000185860.13	CCDC190
ENSG00000185862.6	EVI2B
ENSG00000185863.7	TMEM210
ENSG00000185864.16	NPIPB4
ENSG00000185869.14	ZNF829
ENSG00000185873.7	TMPRSS11B
ENSG00000185875.12	THNSL1
ENSG00000185880.12	TRIM69
ENSG00000185883.11	ATP6V0C
ENSG00000185885.15	IFITM1
ENSG00000185888.5	PRSS38
ENSG00000185894.8	BPY2C
ENSG00000185896.10	LAMP1
ENSG00000185897.6	FFAR3
ENSG00000185899.1	TAS2R60
ENSG00000185900.9	POMK
ENSG00000185903.9	AL590806.1
ENSG00000185904.11	LINC00839
ENSG00000185905.3	C16orf54
ENSG00000185909.14	KLHDC8B
ENSG00000185915.5	KLHL34
ENSG00000185917.13	SETD4
ENSG00000185920.15	PTCH1
ENSG00000185924.6	RTN4RL1
ENSG00000185926.1	OR4C46
ENSG00000185933.6	CALHM1
ENSG00000185940.10	KRTAP5-5
ENSG00000185942.11	NKAIN3
ENSG00000185946.15	RNPC3
ENSG00000185947.14	ZNF267
ENSG00000185950.8	IRS2
ENSG00000185955.4	C7orf61
ENSG00000185958.9	FAM186A
ENSG00000185960.13	SHOX
ENSG00000185962.1	LCE3A
ENSG00000185963.13	BICD2
ENSG00000185966.3	LCE3E
ENSG00000185972.5	CCIN
ENSG00000185973.10	TMLHE
ENSG00000185974.6	GRK1
ENSG00000185982.6	DEFB128
ENSG00000185985.8	SLITRK2
ENSG00000185986.11	SDHAP3
ENSG00000185988.12	PLK5
ENSG00000185989.10	RASA3
ENSG00000186001.12	LRCH3
ENSG00000186007.9	LEMD1
ENSG00000186008.7	RPS4XP21
ENSG00000186009.4	ATP4B
ENSG00000186010.18	NDUFA13
ENSG00000186017.14	ZNF566
ENSG00000186019.10	AC021092.1
ENSG00000186020.12	ZNF529
ENSG00000186026.6	ZNF284
ENSG00000186038.9	HTR3E
ENSG00000186047.9	DLEU7
ENSG00000186049.8	KRT73
ENSG00000186051.6	TAL2
ENSG00000186056.9	MATN1-AS1
ENSG00000186063.12	AIDA
ENSG00000186073.11	C15orf41
ENSG00000186074.18	CD300LF
ENSG00000186075.12	ZPBP2
ENSG00000186076.5	AC012085.1
ENSG00000186081.11	KRT5
ENSG00000186082.9	KRT18P14
ENSG00000186086.18	NBPF6
ENSG00000186088.15	GSAP
ENSG00000186090.10	HTR3D
ENSG00000186092.5	OR4F5
ENSG00000186094.16	AGBL4
ENSG00000186103.3	ARGFX
ENSG00000186104.10	CYP2R1
ENSG00000186105.7	LRRC70
ENSG00000186106.11	ANKRD46
ENSG00000186111.9	PIP5K1C
ENSG00000186113.1	OR5D14
ENSG00000186115.12	CYP4F2
ENSG00000186118.8	TEX38
ENSG00000186119.8	OR5D18
ENSG00000186124.4	OR9M1P
ENSG00000186130.4	ZBTB6
ENSG00000186132.14	C2orf76
ENSG00000186136.1	TAS2R42
ENSG00000186141.8	POLR3C
ENSG00000186143.11	PRR30
ENSG00000186146.1	DEFB131A
ENSG00000186148.13	AC013268.1
ENSG00000186150.4	UBL4B
ENSG00000186152.6	LILRP1
ENSG00000186153.16	WWOX
ENSG00000186160.4	CYP4Z1
ENSG00000186162.10	CIDECP
ENSG00000186163.9	TRY2P
ENSG00000186166.8	CCDC84
ENSG00000186174.12	BCL9L
ENSG00000186184.16	POLR1D
ENSG00000186185.13	KIF18B
ENSG00000186187.11	ZNRF1
ENSG00000186188.10	FFAR4
ENSG00000186190.7	BPIFB3
ENSG00000186191.7	BPIFB4
ENSG00000186193.8	SAPCD2
ENSG00000186197.13	EDARADD
ENSG00000186198.3	SLC51B
ENSG00000186204.14	CYP4F12
ENSG00000186205.12	MARC1
ENSG00000186207.4	LCE5A
ENSG00000186212.3	SOWAHB
ENSG00000186222.4	BLOC1S4
ENSG00000186226.8	LCE1E
ENSG00000186230.6	ZNF749
ENSG00000186231.16	KLHL32
ENSG00000186234.7	FAM86MP
ENSG00000186235.10	AC016757.1
ENSG00000186244.7	AC091180.1
ENSG00000186260.16	MKL2
ENSG00000186265.9	BTLA
ENSG00000186268.3	OR10D4P
ENSG00000186272.12	ZNF17
ENSG00000186280.6	KDM4D
ENSG00000186281.12	GPAT2
ENSG00000186283.13	TOR3A
ENSG00000186288.5	PABPC1L2A
ENSG00000186297.11	GABRA5
ENSG00000186298.11	PPP1CC
ENSG00000186300.11	ZNF555
ENSG00000186301.8	MST1P2
ENSG00000186306.1	OR10T2
ENSG00000186310.9	NAP1L3
ENSG00000186312.10	CA5BP1
ENSG00000186314.11	PRELID2
ENSG00000186318.16	BACE1
ENSG00000186326.3	RGS9BP
ENSG00000186328.4	AL451165.1
ENSG00000186329.9	TMEM212
ENSG00000186334.9	SLC36A3
ENSG00000186335.8	SLC36A2
ENSG00000186340.14	THBS2
ENSG00000186350.9	RXRA
ENSG00000186352.8	ANKRD37
ENSG00000186354.10	C9orf47
ENSG00000186364.11	NUDT17
ENSG00000186367.6	KIAA1024L
ENSG00000186369.10	LINC00643
ENSG00000186376.14	ZNF75D
ENSG00000186377.7	CYP4X1
ENSG00000186393.5	KRT26
ENSG00000186395.7	KRT10
ENSG00000186399.10	GOLGA8R
ENSG00000186407.6	CD300E
ENSG00000186409.14	CCDC30
ENSG00000186416.13	NKRF
ENSG00000186417.13	GLDN
ENSG00000186431.18	FCAR
ENSG00000186432.8	KPNA4
ENSG00000186439.12	TRDN
ENSG00000186440.2	OR6P1
ENSG00000186442.7	KRT3
ENSG00000186446.11	ZNF501
ENSG00000186448.14	ZNF197
ENSG00000186451.1	SPATA12
ENSG00000186452.10	TMPRSS12
ENSG00000186453.12	FAM228A
ENSG00000186458.4	DEFB132
ENSG00000186462.8	NAP1L2
ENSG00000186466.5	AQP7P1
ENSG00000186468.12	RPS23
ENSG00000186469.8	GNG2
ENSG00000186470.13	BTN3A2
ENSG00000186471.12	AKAP14
ENSG00000186472.19	PCLO
ENSG00000186474.15	KLK12
ENSG00000186479.4	RGS7BP
ENSG00000186480.12	INSIG1
ENSG00000186481.16	ANKRD20A5P
ENSG00000186487.17	MYT1L
ENSG00000186493.11	C5orf38
ENSG00000186496.10	ZNF396
ENSG00000186501.14	TMEM222
ENSG00000186508.4	OR9I2P
ENSG00000186509.4	OR9Q1
ENSG00000186510.11	CLCNKA
ENSG00000186513.3	OR9Q2
ENSG00000186517.13	ARHGAP30
ENSG00000186522.14	SEPT10
ENSG00000186523.14	FAM86B1
ENSG00000186526.12	CYP4F8
ENSG00000186529.15	CYP4F3
ENSG00000186532.11	SMYD4
ENSG00000186543.7	CROCCP5
ENSG00000186562.7	DEFB105A
ENSG00000186564.5	FOXD2
ENSG00000186566.12	GPATCH8
ENSG00000186567.12	CEACAM19
ENSG00000186572.2	DEFB107A
ENSG00000186575.17	NF2
ENSG00000186577.12	SMIM29
ENSG00000186579.2	DEFB106A
ENSG00000186583.11	SPATC1
ENSG00000186591.11	UBE2H
ENSG00000186594.14	MIR22HG
ENSG00000186599.7	DEFB105B
ENSG00000186603.5	HPDL
ENSG00000186615.10	KTN1-AS1
ENSG00000186625.13	KATNA1
ENSG00000186628.12	FSD2
ENSG00000186635.14	ARAP1
ENSG00000186638.16	KIF24
ENSG00000186642.15	PDE2A
ENSG00000186645.7	SPDYE17
ENSG00000186648.14	CARMIL3
ENSG00000186652.9	PRG2
ENSG00000186654.20	PRR5
ENSG00000186660.14	ZFP91
ENSG00000186665.9	C17orf58
ENSG00000186666.5	BCDIN3D
ENSG00000186675.6	MAGEE2
ENSG00000186676.3	EEF1GP1
ENSG00000186678.7	AL590240.1
ENSG00000186684.12	CYP27C1
ENSG00000186687.15	LYRM7
ENSG00000186704.9	DTX2P1
ENSG00000186710.11	CFAP73
ENSG00000186714.12	CCDC73
ENSG00000186715.10	MST1L
ENSG00000186716.20	BCR
ENSG00000186723.4	OR10H1
ENSG00000186732.13	MPPED1
ENSG00000186743.2	TPI1P3
ENSG00000186765.11	FSCN2
ENSG00000186766.7	FOXI2
ENSG00000186767.6	SPIN4
ENSG00000186777.11	ZNF732
ENSG00000186787.8	SPIN2B
ENSG00000186788.13	SPATA31D3
ENSG00000186790.5	FOXE3
ENSG00000186792.16	HYAL3
ENSG00000186795.1	KCNK18
ENSG00000186803.3	IFNA10
ENSG00000186806.5	VSIG10L
ENSG00000186810.7	CXCR3
ENSG00000186812.12	ZNF397
ENSG00000186814.13	ZSCAN30
ENSG00000186815.12	TPCN1
ENSG00000186818.12	LILRB4
ENSG00000186825.5	C2orf27B
ENSG00000186827.10	TNFRSF4
ENSG00000186831.11	KRT17P2
ENSG00000186832.8	KRT16
ENSG00000186834.3	HEXIM1
ENSG00000186838.13	SELENOV
ENSG00000186842.4	LINC00846
ENSG00000186844.5	LCE1A
ENSG00000186847.5	KRT14
ENSG00000186854.10	TRABD2A
ENSG00000186860.4	KRTAP17-1
ENSG00000186862.17	PDZD7
ENSG00000186866.16	POFUT2
ENSG00000186867.10	QRFPR
ENSG00000186868.15	MAPT
ENSG00000186871.6	ERCC6L
ENSG00000186881.3	OR13F1
ENSG00000186886.7	AP006437.1
ENSG00000186889.9	TMEM17
ENSG00000186891.13	TNFRSF18
ENSG00000186895.2	FGF3
ENSG00000186897.4	C1QL4
ENSG00000186907.7	RTN4RL2
ENSG00000186908.14	ZDHHC17
ENSG00000186910.3	SERPINA11
ENSG00000186912.6	P2RY4
ENSG00000186918.13	ZNF395
ENSG00000186919.12	ZACN
ENSG00000186924.3	KRTAP22-1
ENSG00000186925.6	KRTAP19-6
ENSG00000186930.4	KRTAP6-2
ENSG00000186940.6	CHCHD2P9
ENSG00000186943.1	OR13C8
ENSG00000186951.16	PPARA
ENSG00000186952.14	TMEM232
ENSG00000186960.10	LINC01551
ENSG00000186965.4	KRTAP19-2
ENSG00000186967.6	KRTAP19-4
ENSG00000186970.4	KRTAP15-1
ENSG00000186971.3	KRTAP13-4
ENSG00000186973.10	FAM183A
ENSG00000186976.14	EFCAB6
ENSG00000186977.2	KRTAP19-5
ENSG00000186980.6	KRTAP23-1
ENSG00000186994.11	KANK3
ENSG00000186998.15	EMID1
ENSG00000187003.6	ACTL7A
ENSG00000187005.4	KRTAP21-1
ENSG00000187010.19	RHD
ENSG00000187012.10	LINC00207
ENSG00000187013.4	C17orf82
ENSG00000187017.15	ESPN
ENSG00000187021.14	PNLIPRP1
ENSG00000187024.14	PTRH1
ENSG00000187026.2	KRTAP21-2
ENSG00000187033.9	SAMD7
ENSG00000187037.8	GPR141
ENSG00000187045.16	TMPRSS6
ENSG00000187048.12	CYP4A11
ENSG00000187049.9	TMEM216
ENSG00000187051.8	RPS19BP1
ENSG00000187054.15	TMPRSS11A
ENSG00000187066.8	TMEM262
ENSG00000187068.2	C3orf70
ENSG00000187079.16	TEAD1
ENSG00000187080.9	OR2AK2
ENSG00000187082.2	DEFB106B
ENSG00000187091.13	PLCD1
ENSG00000187094.11	CCK
ENSG00000187097.12	ENTPD5
ENSG00000187098.14	MITF
ENSG00000187103.3	FUNDC2P3
ENSG00000187105.8	HEATR4
ENSG00000187109.13	NAP1L1
ENSG00000187116.13	LILRA5
ENSG00000187118.12	CMC1
ENSG00000187122.16	SLIT1
ENSG00000187123.14	LYPD6
ENSG00000187134.13	AKR1C1
ENSG00000187135.7	VSTM2B
ENSG00000187140.5	FOXD3
ENSG00000187144.11	SPATA21
ENSG00000187147.17	RNF220
ENSG00000187151.7	ANGPTL5
ENSG00000187164.19	SHTN1
ENSG00000187166.1	H1FNT
ENSG00000187170.4	LCE4A
ENSG00000187172.15	BAGE2
ENSG00000187173.3	LCE2A
ENSG00000187175.5	KRTAP12-1
ENSG00000187180.3	LCE2C
ENSG00000187185.4	AC092118.1
ENSG00000187186.14	AL162231.1
ENSG00000187187.13	ZNF546
ENSG00000187189.10	TSPYL4
ENSG00000187191.14	DAZ3
ENSG00000187193.8	MT1X
ENSG00000187210.12	GCNT1
ENSG00000187223.3	LCE2D
ENSG00000187229.3	AC100800.1
ENSG00000187231.13	SESTD1
ENSG00000187238.5	LCE3B
ENSG00000187239.16	FNBP1
ENSG00000187240.13	DYNC2H1
ENSG00000187242.4	KRT12
ENSG00000187243.16	MAGED4B
ENSG00000187244.10	BCAM
ENSG00000187257.15	RSBN1L
ENSG00000187258.13	NPSR1
ENSG00000187260.15	WDR86
ENSG00000187266.13	EPOR
ENSG00000187268.11	FAM9C
ENSG00000187272.6	KRTAP9-8
ENSG00000187288.10	CIDEC
ENSG00000187323.11	DCC
ENSG00000187325.4	TAF9B
ENSG00000187372.11	PCDHB13
ENSG00000187391.19	MAGI2
ENSG00000187398.11	LUZP2
ENSG00000187416.11	LHFPL3
ENSG00000187446.11	CHP1
ENSG00000187472.4	AL589826.1
ENSG00000187474.4	FPR3
ENSG00000187475.5	HIST1H1T
ENSG00000187479.5	C11orf96
ENSG00000187481.2	HSD3BP1
ENSG00000187483.9	SERPINA13P
ENSG00000187486.5	KCNJ11
ENSG00000187492.8	CDHR4
ENSG00000187498.14	COL4A1
ENSG00000187504.6	RPL7P48
ENSG00000187510.8	PLEKHG7
ENSG00000187513.8	GJA4
ENSG00000187514.16	PTMA
ENSG00000187516.6	HYPM
ENSG00000187522.14	HSPA14
ENSG00000187527.10	ATP13A5
ENSG00000187531.13	SIRT7
ENSG00000187533.13	PRR27
ENSG00000187534.6	PRR13P5
ENSG00000187535.13	IFT140
ENSG00000187536.4	TPM3P7
ENSG00000187537.13	POTEG
ENSG00000187545.5	PRAMEF10
ENSG00000187546.13	AGMO
ENSG00000187550.8	SBK2
ENSG00000187553.8	CYP26C1
ENSG00000187554.11	TLR5
ENSG00000187555.14	USP7
ENSG00000187556.7	NANOS3
ENSG00000187559.5	FOXD4L3
ENSG00000187566.5	NHLRC1
ENSG00000187569.2	DPPA3
ENSG00000187581.2	COX8C
ENSG00000187583.10	PLEKHN1
ENSG00000187589.8	TERF1P2
ENSG00000187595.15	ZNF385C
ENSG00000187600.13	TMEM247
ENSG00000187601.4	MAGEH1
ENSG00000187605.15	TET3
ENSG00000187607.15	ZNF286A
ENSG00000187608.8	ISG15
ENSG00000187609.15	EXD3
ENSG00000187612.1	OR5W2
ENSG00000187616.4	MYMK
ENSG00000187621.14	TCL6
ENSG00000187624.8	C17orf97
ENSG00000187626.8	ZKSCAN4
ENSG00000187627.15	RGPD1
ENSG00000187630.15	DHRS4L2
ENSG00000187634.11	SAMD11
ENSG00000187642.9	PERM1
ENSG00000187650.3	VMAC
ENSG00000187653.11	TMSB4XP8
ENSG00000187657.6	TSPY13P
ENSG00000187658.6	C5orf52
ENSG00000187664.8	HAPLN4
ENSG00000187672.12	ERC2
ENSG00000187676.7	B3GLCT
ENSG00000187678.8	SPRY4
ENSG00000187682.2	ERAS
ENSG00000187686.4	KRT18P59
ENSG00000187688.14	TRPV2
ENSG00000187689.9	AMTN
ENSG00000187690.3	CXorf67
ENSG00000187695.8	AC112484.1
ENSG00000187699.10	C2orf88
ENSG00000187701.4	OR2T27
ENSG00000187713.6	TMEM203
ENSG00000187714.6	SLC18A3
ENSG00000187715.13	KBTBD12
ENSG00000187720.14	THSD4
ENSG00000187721.8	GTF2IP3
ENSG00000187726.8	DNAJB13
ENSG00000187730.8	GABRD
ENSG00000187733.6	AMY1C
ENSG00000187735.13	TCEA1
ENSG00000187736.12	NHEJ1
ENSG00000187741.14	FANCA
ENSG00000187742.14	SECISBP2
ENSG00000187747.2	OR52B6
ENSG00000187753.12	C9orf153
ENSG00000187754.8	SSX7
ENSG00000187758.7	ADH1A
ENSG00000187762.5	HSPE1P11
ENSG00000187763.3	OR2B7P
ENSG00000187764.11	SEMA4D
ENSG00000187766.1	KRTAP10-8
ENSG00000187772.7	LIN28B
ENSG00000187773.8	FAM69C
ENSG00000187775.16	DNAH17
ENSG00000187778.13	MCRS1
ENSG00000187783.11	TMEM72
ENSG00000187790.10	FANCM
ENSG00000187791.12	FAM205C
ENSG00000187792.4	ZNF70
ENSG00000187796.14	CARD9
ENSG00000187800.13	PEAR1
ENSG00000187801.14	ZFP69B
ENSG00000187806.7	TMEM202
ENSG00000187808.4	SOWAHD
ENSG00000187812.12	AC019294.1
ENSG00000187815.9	ZFP69
ENSG00000187821.8	HELT
ENSG00000187823.3	RTL4
ENSG00000187824.8	TMEM220
ENSG00000187833.7	C2orf78
ENSG00000187837.3	HIST1H1C
ENSG00000187838.16	PLSCR3
ENSG00000187840.4	EIF4EBP1
ENSG00000187847.4	OR7E25P
ENSG00000187848.12	P2RX2
ENSG00000187855.5	ASCL4
ENSG00000187857.4	OR6C75
ENSG00000187860.10	CCDC157
ENSG00000187862.11	TTC24
ENSG00000187866.8	FAM122A
ENSG00000187867.8	PALM3
ENSG00000187870.7	RNFT1P3
ENSG00000187871.2	GFRAL
ENSG00000187889.12	FYB2
ENSG00000187893.10	CXXC1P1
ENSG00000187900.4	OR5H7P
ENSG00000187902.11	SHISA7
ENSG00000187904.3	AC097382.1
ENSG00000187905.10	LRRC74B
ENSG00000187908.16	DMBT1
ENSG00000187912.11	CLEC17A
ENSG00000187918.5	OR51I2
ENSG00000187922.13	LCN10
ENSG00000187942.11	LDLRAD2
ENSG00000187944.2	C2orf66
ENSG00000187950.8	OVCH1
ENSG00000187951.10	ARHGAP11B
ENSG00000187952.9	HS6ST1P1
ENSG00000187953.10	PMS2CL
ENSG00000187954.12	CYHR1
ENSG00000187955.11	COL14A1
ENSG00000187957.7	DNER
ENSG00000187959.9	CPSF4L
ENSG00000187961.13	KLHL17
ENSG00000187969.5	ZCCHC13
ENSG00000187979.4	AC008079.1
ENSG00000187980.6	PLA2G2C
ENSG00000187984.12	ANKRD19P
ENSG00000187987.9	ZSCAN23
ENSG00000187988.5	KCTD9P3
ENSG00000187994.13	RINL
ENSG00000187997.11	C17orf99
ENSG00000187999.4	HNRNPA1P61
ENSG00000188000.4	OR7D2
ENSG00000188001.9	TPRG1
ENSG00000188002.10	AC026412.1
ENSG00000188004.9	SNHG28
ENSG00000188010.12	MORN2
ENSG00000188011.5	RTP5
ENSG00000188013.6	AC087499.1
ENSG00000188015.9	S100A3
ENSG00000188021.8	UBQLN2
ENSG00000188026.12	RILPL1
ENSG00000188029.8	CTSL3P
ENSG00000188032.9	C19orf67
ENSG00000188033.9	ZNF490
ENSG00000188037.10	CLCN1
ENSG00000188038.7	NRN1L
ENSG00000188039.13	NWD1
ENSG00000188042.7	ARL4C
ENSG00000188050.2	RNF133
ENSG00000188051.6	TMEM221
ENSG00000188056.11	TREML4
ENSG00000188060.7	RAB42
ENSG00000188064.9	WNT7B
ENSG00000188070.9	C11orf95
ENSG00000188076.2	SCGB1C1
ENSG00000188078.5	AL022313.1
ENSG00000188086.13	PRSS45
ENSG00000188089.13	PLA2G4E
ENSG00000188092.14	GPR89B
ENSG00000188095.4	MESP2
ENSG00000188100.8	FAM25A
ENSG00000188101.5	ALOX15P2
ENSG00000188107.14	EYS
ENSG00000188112.8	C6orf132
ENSG00000188120.14	DAZ1
ENSG00000188124.3	OR2AG2
ENSG00000188130.13	MAPK12
ENSG00000188133.5	TMEM215
ENSG00000188152.12	NUTM2G
ENSG00000188153.12	COL4A5
ENSG00000188155.11	KRTAP10-6
ENSG00000188157.14	AGRN
ENSG00000188158.14	NHS
ENSG00000188162.10	OTOG
ENSG00000188163.7	FAM166A
ENSG00000188167.8	TMPPE
ENSG00000188171.15	ZNF626
ENSG00000188175.9	HEPACAM2
ENSG00000188176.11	SMTNL2
ENSG00000188177.13	ZC3H6
ENSG00000188185.11	LINC00265
ENSG00000188186.10	LAMTOR4
ENSG00000188191.14	PRKAR1B
ENSG00000188199.10	NUTM2B
ENSG00000188211.8	NCR3LG1
ENSG00000188215.9	DCUN1D3
ENSG00000188219.14	POTEE
ENSG00000188223.9	AD000671.1
ENSG00000188227.12	ZNF793
ENSG00000188229.5	TUBB4B
ENSG00000188234.13	AGAP4
ENSG00000188242.4	PP7080
ENSG00000188243.12	COMMD6
ENSG00000188257.10	PLA2G2A
ENSG00000188263.10	IL17REL
ENSG00000188266.13	HYKK
ENSG00000188269.9	OR7A5
ENSG00000188277.9	C15orf62
ENSG00000188280.11	AC007731.1
ENSG00000188282.12	RUFY4
ENSG00000188283.11	ZNF383
ENSG00000188290.10	HES4
ENSG00000188293.5	IGFL1
ENSG00000188295.14	ZNF669
ENSG00000188305.5	C19orf35
ENSG00000188306.6	LRRIQ4
ENSG00000188312.13	CENPP
ENSG00000188313.12	PLSCR1
ENSG00000188314.3	OR7D1P
ENSG00000188315.7	C3orf62
ENSG00000188316.13	ENO4
ENSG00000188321.13	ZNF559
ENSG00000188322.4	SBK1
ENSG00000188324.4	OR6C6
ENSG00000188334.3	BSPH1
ENSG00000188338.14	SLC38A3
ENSG00000188340.2	OR6N2
ENSG00000188342.11	GTF2F2
ENSG00000188343.12	FAM92A
ENSG00000188352.12	FOCAD
ENSG00000188365.3	AC092171.1
ENSG00000188368.9	PRR19
ENSG00000188372.14	ZP3
ENSG00000188373.4	C10orf99
ENSG00000188375.4	H3F3C
ENSG00000188379.6	IFNA2
ENSG00000188383.8	GPAT2P2
ENSG00000188385.11	JAKMIP3
ENSG00000188386.6	PPP3R2
ENSG00000188388.10	GOLGA6L3
ENSG00000188389.10	PDCD1
ENSG00000188393.8	CLEC2A
ENSG00000188394.6	GPR21
ENSG00000188396.3	TCTEX1D4
ENSG00000188399.5	ANKRD36P1
ENSG00000188403.7	IGHV1OR15-9
ENSG00000188404.8	SELL
ENSG00000188408.5	MAGEB5
ENSG00000188419.13	CHM
ENSG00000188425.3	NANOS2
ENSG00000188428.19	BLOC1S5
ENSG00000188438.4	DEFB108F
ENSG00000188439.3	OR4P1P
ENSG00000188451.8	SRP72P2
ENSG00000188452.13	CERKL
ENSG00000188459.4	WASF4P
ENSG00000188460.4	ACTBP11
ENSG00000188467.10	SLC24A5
ENSG00000188483.7	IER5L
ENSG00000188486.3	H2AFX
ENSG00000188487.11	INSC
ENSG00000188488.13	SERPINA5
ENSG00000188493.14	C19orf54
ENSG00000188501.11	LCTL
ENSG00000188505.4	NCCRP1
ENSG00000188508.10	KRTDAP
ENSG00000188511.12	C22orf34
ENSG00000188512.6	AF279873.1
ENSG00000188517.14	COL25A1
ENSG00000188522.14	FAM83G
ENSG00000188523.8	CFAP77
ENSG00000188525.3	AC010969.1
ENSG00000188529.14	SRSF10
ENSG00000188536.12	HBA2
ENSG00000188542.9	DUSP28
ENSG00000188549.12	C15orf52
ENSG00000188554.13	NBR1
ENSG00000188558.6	OR2G6
ENSG00000188559.13	RALGAPA2
ENSG00000188566.13	NDOR1
ENSG00000188573.7	FBLL1
ENSG00000188580.14	NKAIN2
