gene_id	gene_symbol
ENSG00000223476.1	VN1R42P
ENSG00000223478.1	AL441992.1
ENSG00000223479.3	LINC02238
ENSG00000223482.7	NUTM2A-AS1
ENSG00000223484.7	TRPC6P
ENSG00000223485.2	LINC01615
ENSG00000223486.1	AC092198.1
ENSG00000223487.1	FRMPD4-AS1
ENSG00000223488.2	MAPK6PS2
ENSG00000223489.1	NEFHP1
ENSG00000223490.2	CHCHD2P5
ENSG00000223492.1	AL391097.1
ENSG00000223495.2	AC239859.2
ENSG00000223496.2	EXOSC6
ENSG00000223497.1	AC063979.1
ENSG00000223498.1	AL929302.1
ENSG00000223500.1	AC083862.1
ENSG00000223501.8	VPS52
ENSG00000223502.1	AL731537.1
ENSG00000223503.1	AL353807.1
ENSG00000223504.1	AL646090.1
ENSG00000223505.2	AC114402.1
ENSG00000223506.2	SLC20A1P1
ENSG00000223508.5	RPL23AP53
ENSG00000223509.8	AC135983.2
ENSG00000223510.6	CDRT15
ENSG00000223511.6	AL683807.1
ENSG00000223513.1	ATP6V0E1P2
ENSG00000223514.1	AC004866.1
ENSG00000223516.1	AFF2-IT1
ENSG00000223517.1	AC010723.1
ENSG00000223518.5	CSNK1A1P1
ENSG00000223519.8	KIF28P
ENSG00000223522.1	AC093690.1
ENSG00000223523.1	AC092598.1
ENSG00000223525.1	RABGAP1L-IT1
ENSG00000223528.7	AL359094.1
ENSG00000223529.1	EEF1A1P8
ENSG00000223530.1	AC012506.1
ENSG00000223534.1	HLA-DQB1-AS1
ENSG00000223535.4	FAM90A17P
ENSG00000223536.5	AC008164.1
ENSG00000223537.2	AL109947.1
ENSG00000223538.2	AC079602.1
ENSG00000223539.4	AC011431.1
ENSG00000223540.1	RPS15AP5
ENSG00000223542.1	AL024497.1
ENSG00000223543.1	TCEAL4P1
ENSG00000223544.1	AC005838.1
ENSG00000223546.6	LINC00630
ENSG00000223547.9	ZNF844
ENSG00000223548.1	AC034228.1
ENSG00000223549.1	MTND5P28
ENSG00000223550.1	SNRPBP1
ENSG00000223551.1	TMSB4XP4
ENSG00000223552.1	AC098613.1
ENSG00000223553.6	SMPD4P1
ENSG00000223554.1	AC078851.1
ENSG00000223555.1	USP9YP23
ENSG00000223558.1	TRIM60P17
ENSG00000223559.1	AC073136.1
ENSG00000223561.6	AC005165.1
ENSG00000223563.1	AP001599.1
ENSG00000223564.1	CYP4F32P
ENSG00000223565.1	AC069540.1
ENSG00000223566.1	TNRC18P2
ENSG00000223568.1	RPL3P11
ENSG00000223569.6	USP17L15
ENSG00000223570.2	AL592045.1
ENSG00000223571.6	DHRSX-IT1
ENSG00000223572.9	CKMT1A
ENSG00000223573.6	TINCR
ENSG00000223574.1	TPMTP4
ENSG00000223575.2	RBMX2P3
ENSG00000223576.2	AL355001.1
ENSG00000223581.1	AL590095.1
ENSG00000223583.1	AL513365.1
ENSG00000223584.1	TVP23CP1
ENSG00000223586.5	LINC01312
ENSG00000223587.1	LINC01986
ENSG00000223589.2	AL139158.1
ENSG00000223591.5	CENPVL1
ENSG00000223592.2	FNDC3CP
ENSG00000223593.1	AL356806.1
ENSG00000223595.1	LYPLA1P1
ENSG00000223597.2	LINC02142
ENSG00000223598.1	AL138733.1
ENSG00000223599.1	AL513523.1
ENSG00000223600.1	EEF1A1P41
ENSG00000223601.2	EBLN1
ENSG00000223602.2	AC125634.1
ENSG00000223603.1	CRPP1
ENSG00000223604.1	AC007394.1
ENSG00000223605.1	AC107399.1
ENSG00000223608.1	DSCR4-IT1
ENSG00000223609.7	HBD
ENSG00000223611.5	SUPT20HL2
ENSG00000223612.3	AC241585.1
ENSG00000223614.5	ZNF735
ENSG00000223615.2	AL807761.1
ENSG00000223617.1	LINC00370
ENSG00000223619.1	MTCO1P17
ENSG00000223620.3	RBM48P1
ENSG00000223621.1	AK4P4
ENSG00000223622.2	GSTA6P
ENSG00000223623.1	AL133268.2
ENSG00000223624.1	AL033528.1
ENSG00000223625.1	CYCSP32
ENSG00000223626.1	LINC01044
ENSG00000223628.2	AC023449.1
ENSG00000223629.1	DEFA8P
ENSG00000223631.1	LINC01120
ENSG00000223634.1	AC012506.2
ENSG00000223635.1	AL121990.1
ENSG00000223636.1	UBE2Q2P5Y
ENSG00000223637.7	RBMY2EP
ENSG00000223638.3	RFPL4A
ENSG00000223640.1	RPL30P3
ENSG00000223641.1	TTTY17C
ENSG00000223642.7	AC008277.1
ENSG00000223643.6	BX284668.1
ENSG00000223646.1	AC002463.1
ENSG00000223647.1	LINC01946
ENSG00000223648.4	IGHV3-64
ENSG00000223649.1	AC105275.1
ENSG00000223650.1	UHRF2P1
ENSG00000223651.1	AL049812.1
ENSG00000223652.2	AC106786.1
ENSG00000223653.5	AL078459.1
ENSG00000223655.1	RAB9AP3
ENSG00000223656.1	HMGB3P10
ENSG00000223657.2	KRT8P51
ENSG00000223658.7	C1GALT1C1L
ENSG00000223660.1	AC245052.1
ENSG00000223662.1	SAMSN1-AS1
ENSG00000223663.2	NDUFB4P8
ENSG00000223665.1	AC000058.1
ENSG00000223668.1	EEF1A1P24
ENSG00000223669.1	AL357033.2
ENSG00000223671.2	RPL34P3
ENSG00000223672.2	AL162386.1
ENSG00000223675.1	AC093117.1
ENSG00000223676.1	RPL34P26
ENSG00000223677.1	AL662791.1
ENSG00000223678.1	AL356218.1
ENSG00000223679.1	AC245054.1
ENSG00000223683.1	RPSAP65
ENSG00000223684.1	IFNWP18
ENSG00000223685.5	LINC00571
ENSG00000223688.2	AC127526.1
ENSG00000223691.1	AC068044.1
ENSG00000223692.1	DIP2A-IT1
ENSG00000223694.1	ADH5P3
ENSG00000223695.1	FO393418.1
ENSG00000223697.3	AF230666.1
ENSG00000223698.3	GOLGA6L11P
ENSG00000223701.3	RAET1E-AS1
ENSG00000223702.1	ZDHHC20P2
ENSG00000223703.1	AC027612.1
ENSG00000223704.1	LINC01422
ENSG00000223705.9	NSUN5P1
ENSG00000223707.2	SFR1P2
ENSG00000223709.5	TRIM64EP
ENSG00000223710.1	CRYGGP
ENSG00000223711.1	AC069213.1
ENSG00000223714.1	AL109797.1
ENSG00000223715.1	LINC01208
ENSG00000223716.2	AL135785.1
ENSG00000223717.1	DNAJA1P1
ENSG00000223718.3	AC093107.1
ENSG00000223719.1	AC069277.2
ENSG00000223720.2	AL109659.1
ENSG00000223721.3	UQCRFS1P2
ENSG00000223722.3	AC023157.1
ENSG00000223723.1	BX842568.2
ENSG00000223724.1	RAD17P2
ENSG00000223725.6	AC009226.1
ENSG00000223726.1	AL020994.1
ENSG00000223727.6	AC034195.1
ENSG00000223728.3	AC239801.1
ENSG00000223729.1	LINC02247
ENSG00000223730.1	Z83838.1
ENSG00000223731.2	SUPT20HL1
ENSG00000223732.2	AL359706.1
ENSG00000223733.1	RPL18AP14
ENSG00000223734.2	AC098828.2
ENSG00000223735.1	OR51B3P
ENSG00000223738.3	AC016930.1
ENSG00000223739.1	AC007389.2
ENSG00000223740.1	AC092447.3
ENSG00000223741.1	PSMD4P1
ENSG00000223742.1	AC112495.1
ENSG00000223744.1	RBMY2GP
ENSG00000223745.7	CCDC18-AS1
ENSG00000223746.1	ELOCP30
ENSG00000223749.9	MIR503HG
ENSG00000223750.1	SIRPB3P
ENSG00000223751.1	AC116609.1
ENSG00000223753.2	AC234775.1
ENSG00000223754.1	AC008073.1
ENSG00000223756.6	TSSC2
ENSG00000223760.4	MED15P9
ENSG00000223761.1	AL138767.2
ENSG00000223764.2	AL645608.1
ENSG00000223765.2	LINC01626
ENSG00000223768.1	LINC00205
ENSG00000223770.5	AC006145.1
ENSG00000223772.1	GEMIN8P3
ENSG00000223773.7	CD99P1
ENSG00000223774.5	AL513217.1
ENSG00000223776.5	LGALS8-AS1
ENSG00000223777.1	AC092162.1
ENSG00000223779.5	AC239800.1
ENSG00000223782.1	RPS21P8
ENSG00000223783.1	LINC01983
ENSG00000223784.1	LINP1
ENSG00000223786.1	AL357507.1
ENSG00000223787.2	AL354890.1
ENSG00000223788.4	DIS3L2P1
ENSG00000223791.1	UBE2E1-AS1
ENSG00000223794.1	COX5BP8
ENSG00000223795.2	AL669970.1
ENSG00000223797.5	ENTPD3-AS1
ENSG00000223799.1	IL10RB-AS1
ENSG00000223800.1	AL355314.1
ENSG00000223802.7	CERS1
ENSG00000223803.1	RPS20P14
ENSG00000223804.5	AC244669.1
ENSG00000223806.7	LINC00114
ENSG00000223807.1	BOLA3P4
ENSG00000223808.1	AC044784.1
ENSG00000223809.1	AC234771.1
ENSG00000223810.2	KRT8P28
ENSG00000223811.1	AL589684.1
ENSG00000223812.6	AC073365.1
ENSG00000223813.2	AC007255.1
ENSG00000223814.1	AL691459.1
ENSG00000223815.1	DIAPH3-AS2
ENSG00000223816.5	IGKV1OR2-2
ENSG00000223817.1	CDH23-AS1
ENSG00000223819.2	Z95327.1
ENSG00000223820.5	CFL1P1
ENSG00000223821.1	AL603910.1
ENSG00000223822.2	EEF1A1P1
ENSG00000223823.1	LINC01342
ENSG00000223824.1	AC019178.2
ENSG00000223825.5	DAZAP2P1
ENSG00000223826.1	LINC01870
ENSG00000223828.1	BANF1P4
ENSG00000223829.5	AC004870.2
ENSG00000223831.1	AC005006.1
ENSG00000223834.2	AL161935.1
ENSG00000223836.1	AC023141.1
ENSG00000223837.2	AL645941.1
ENSG00000223838.1	AC007091.1
ENSG00000223839.7	FAM95B1
ENSG00000223841.1	AC006484.1
ENSG00000223842.1	AL360093.1
ENSG00000223843.4	EFCAB6-AS1
ENSG00000223845.1	VN1R40P
ENSG00000223847.1	AL645474.1
ENSG00000223849.1	AL354893.1
ENSG00000223850.1	MYCNUT
ENSG00000223855.1	HRAT92
ENSG00000223856.1	RAB9AP2
ENSG00000223859.1	AC007403.1
ENSG00000223861.1	AL365436.1
ENSG00000223863.1	LINC01805
ENSG00000223864.1	NPM1P19
ENSG00000223865.10	HLA-DPB1
ENSG00000223866.1	AC002486.1
ENSG00000223867.1	AC098592.1
ENSG00000223869.1	AC099563.1
ENSG00000223870.1	AP000233.1
ENSG00000223872.1	AC006372.1
ENSG00000223873.1	SAP18P2
ENSG00000223874.1	LINC01921
ENSG00000223875.2	NBEAP3
ENSG00000223876.1	RPS27P1
ENSG00000223877.4	RPS8P10
ENSG00000223878.1	AC005517.1
ENSG00000223880.1	LINC01078
ENSG00000223881.1	AL157402.1
ENSG00000223882.1	ABCC5-AS1
ENSG00000223883.1	LINC01707
ENSG00000223884.5	AC068481.1
ENSG00000223885.4	FAM90A13P
ENSG00000223886.3	AC073073.1
ENSG00000223889.1	AC073188.1
ENSG00000223890.1	AC008171.1
ENSG00000223891.5	OSER1-AS1
ENSG00000223893.1	GNL2P1
ENSG00000223896.2	CCNJP2
ENSG00000223897.1	AC069157.1
ENSG00000223899.1	SEC13P1
ENSG00000223901.2	AP001469.1
ENSG00000223903.1	RPL23P4
ENSG00000223904.2	HMGB1P12
ENSG00000223905.1	AC103592.1
ENSG00000223906.1	AC104457.2
ENSG00000223908.5	AC068657.1
ENSG00000223910.1	ZNF32-AS3
ENSG00000223911.1	AC009480.1
ENSG00000223912.1	EEF1A1P36
ENSG00000223914.2	LINC02471
ENSG00000223915.1	DPPA2P1
ENSG00000223916.1	AC097638.1
ENSG00000223917.1	AC009237.1
ENSG00000223918.1	AL513328.1
ENSG00000223920.2	AC099791.1
ENSG00000223921.1	MTND1P27
ENSG00000223922.1	ASS1P2
ENSG00000223923.1	AC010136.1
ENSG00000223928.1	NUP35P1
ENSG00000223929.1	MIR4432HG
ENSG00000223930.5	AC109779.1
ENSG00000223931.2	AC142381.1
ENSG00000223935.1	AC008074.1
ENSG00000223940.1	KRT8P8
ENSG00000223941.5	LINC01014
ENSG00000223942.1	AL590302.1
ENSG00000223944.1	AL353604.1
ENSG00000223945.2	AC244033.1
ENSG00000223946.1	AL513008.1
ENSG00000223947.1	AC016738.1
ENSG00000223948.1	AC092648.1
ENSG00000223949.6	ROR1-AS1
ENSG00000223951.1	AL133244.1
ENSG00000223953.5	C1QTNF5
ENSG00000223955.1	MTND6P1
ENSG00000223956.2	LINC01767
ENSG00000223958.1	AC244505.2
ENSG00000223959.8	AFG3L1P
ENSG00000223960.6	AC009948.1
ENSG00000223962.1	UBBP3
ENSG00000223963.2	THAP12P8
ENSG00000223965.2	ZNF587P1
ENSG00000223966.1	AL159990.1
ENSG00000223967.1	AL603910.2
ENSG00000223968.1	AC098614.2
ENSG00000223969.5	AC002456.1
ENSG00000223970.1	AC074397.1
ENSG00000223972.5	DDX11L1
ENSG00000223973.2	AC068491.1
ENSG00000223974.1	BNIP3P42
ENSG00000223975.1	AP001048.1
ENSG00000223976.1	EXTL2P1
ENSG00000223977.1	AC138623.1
ENSG00000223978.1	ZNF736P1Y
ENSG00000223979.2	SMCR2
ENSG00000223982.3	SNRPD2P2
ENSG00000223984.1	HNRNPRP1
ENSG00000223985.1	LINC01874
ENSG00000223986.1	AC069421.1
ENSG00000223987.1	RPL26P28
ENSG00000223989.1	AL357140.1
ENSG00000223991.1	AC104809.1
ENSG00000223993.1	AC025428.1
ENSG00000223995.2	RPL32P35
ENSG00000223997.1	TRDD1
ENSG00000223999.1	AC244250.1
ENSG00000224000.1	Z97198.1
ENSG00000224001.2	AL360081.1
ENSG00000224003.1	YES1P1
ENSG00000224004.2	ATP5C1P1
ENSG00000224007.1	AC019070.1
ENSG00000224008.1	LINC01441
ENSG00000224011.1	AC110602.1
ENSG00000224012.3	AC116917.1
ENSG00000224014.1	AL390728.3
ENSG00000224015.1	AC063976.1
ENSG00000224016.2	AC092681.1
ENSG00000224017.1	LINC01449
ENSG00000224018.1	AP000470.1
ENSG00000224019.1	RPL21P32
ENSG00000224020.1	MIR181A2HG
ENSG00000224023.10	FLJ37035
ENSG00000224025.2	AL353616.1
ENSG00000224027.1	AL133456.1
ENSG00000224028.1	LINC01853
ENSG00000224029.1	AL450344.1
ENSG00000224031.1	TCEAL3-AS1
ENSG00000224032.6	EPB41L4A-AS1
ENSG00000224033.1	CDY8P
ENSG00000224034.1	LINC02561
ENSG00000224035.1	SFPQP1
ENSG00000224038.1	BX005214.1
ENSG00000224039.1	CDYLP1
ENSG00000224040.1	HMGN1P4
ENSG00000224041.3	IGKV3D-15
ENSG00000224042.2	MTND4P6
ENSG00000224043.7	CCNT2-AS1
ENSG00000224045.1	AL354761.1
ENSG00000224046.1	AC005076.1
ENSG00000224048.5	AC104777.1
ENSG00000224049.1	AC108681.1
ENSG00000224050.1	AL008723.1
ENSG00000224051.6	CPTP
ENSG00000224054.1	AL022163.1
ENSG00000224055.1	GAPDHP55
ENSG00000224057.1	EGFR-AS1
ENSG00000224058.2	AC006509.1
ENSG00000224059.1	HSPA8P16
ENSG00000224060.3	ARSEP1
ENSG00000224061.1	AC092106.2
ENSG00000224062.4	TUBB4BP5
ENSG00000224063.5	AC007319.1
ENSG00000224064.1	AL356390.1
ENSG00000224065.2	SRIP2
ENSG00000224066.1	AL049795.1
ENSG00000224067.2	AL354877.1
ENSG00000224069.1	BX842559.1
ENSG00000224070.1	HMGN1P6
ENSG00000224071.1	AC009474.1
ENSG00000224072.1	AL139811.1
ENSG00000224074.3	LINC00691
ENSG00000224075.1	TTTY22
ENSG00000224076.5	AC009487.1
ENSG00000224077.1	AP000936.1
ENSG00000224078.13	SNHG14
ENSG00000224079.1	AC091729.1
ENSG00000224080.1	UBE2FP1
ENSG00000224081.8	SLC44A3-AS1
ENSG00000224082.1	UBTFL8
ENSG00000224083.1	MTCO1P11
ENSG00000224085.3	RPL23AP41
ENSG00000224086.5	AC245452.1
ENSG00000224087.1	AC018865.1
ENSG00000224089.3	CT47A10
ENSG00000224090.1	AC097468.1
ENSG00000224091.1	AC104389.1
ENSG00000224092.1	AL591644.1
ENSG00000224093.5	AL109613.1
ENSG00000224094.1	RPS24P8
ENSG00000224095.1	LINC01935
ENSG00000224097.5	AC021148.1
ENSG00000224099.1	AC104823.1
ENSG00000224100.1	AP001630.1
ENSG00000224101.1	ELMO1-AS1
ENSG00000224104.1	AC079809.1
ENSG00000224106.1	CYP4F25P
ENSG00000224107.5	ETDB
ENSG00000224109.2	CENPVL3
ENSG00000224110.3	MTRF1LP2
ENSG00000224114.1	AL591846.1
ENSG00000224116.6	INHBA-AS1
ENSG00000224117.1	PTPN2P2
ENSG00000224121.1	ATG12P2
ENSG00000224122.1	POU6F2-AS1
ENSG00000224124.3	POM121L10P
ENSG00000224126.2	AC026271.2
ENSG00000224127.1	AC099786.1
ENSG00000224128.1	LINC01248
ENSG00000224129.1	DPPA2P2
ENSG00000224132.2	AC112715.1
ENSG00000224134.1	AC004866.2
ENSG00000224136.1	AC007568.1
ENSG00000224137.1	LINC01857
ENSG00000224138.1	AC000123.1
ENSG00000224141.5	MIR548XHG
ENSG00000224142.1	AMMECR1-IT1
ENSG00000224144.1	ASH2LP1
ENSG00000224149.1	AC099786.2
ENSG00000224151.1	USP9YP28
ENSG00000224152.1	AC009506.1
ENSG00000224153.2	LINC02054
ENSG00000224155.2	AC073136.2
ENSG00000224157.1	HCG14
ENSG00000224159.1	HMGB1P9
ENSG00000224160.1	CICP10
ENSG00000224161.3	AC098847.1
ENSG00000224162.1	UQCRHP3
ENSG00000224163.4	AC025594.1
ENSG00000224164.1	AL133264.2
ENSG00000224165.5	DNAJC27-AS1
ENSG00000224166.1	PRYP1
ENSG00000224167.1	AL390729.1
ENSG00000224169.1	HSFY6P
ENSG00000224172.1	AC091799.1
ENSG00000224173.1	AC007422.1
ENSG00000224174.2	AL137802.1
ENSG00000224177.6	LINC00570
ENSG00000224183.1	SDHDP6
ENSG00000224184.5	MIR3681HG
ENSG00000224185.1	SNX18P9
ENSG00000224186.8	C5orf66
ENSG00000224187.1	LINC01991
ENSG00000224188.1	UBE2D3P4
ENSG00000224189.6	HAGLR
ENSG00000224190.1	AL355537.1
ENSG00000224192.2	AL080273.1
ENSG00000224194.1	AC008278.1
ENSG00000224195.1	AC022400.1
ENSG00000224203.2	RPS23P10
ENSG00000224204.1	PHEX-AS1
ENSG00000224205.1	AC253536.1
ENSG00000224207.3	AC018797.1
ENSG00000224208.1	AL590762.3
ENSG00000224209.7	LINC00466
ENSG00000224210.1	TRIM60P5Y
ENSG00000224215.1	AL606469.1
ENSG00000224216.1	AC234781.1
ENSG00000224217.1	BX119904.1
ENSG00000224218.1	AC107072.1
ENSG00000224219.1	AC074290.1
ENSG00000224220.1	AC104699.1
ENSG00000224221.1	AC019205.1
ENSG00000224222.1	AC024601.1
ENSG00000224223.1	VSTM2A-OT1
ENSG00000224224.1	HAUS1P2
ENSG00000224227.3	OR2L1P
ENSG00000224228.2	AL031599.1
ENSG00000224231.1	LINC01832
ENSG00000224232.1	AC005104.2
ENSG00000224233.1	AL645937.3
ENSG00000224235.1	LINC01773
ENSG00000224236.3	MRRFP1
ENSG00000224237.1	MINOS1P3
ENSG00000224238.2	WARS2-IT1
ENSG00000224239.1	AC090044.1
ENSG00000224240.1	CYCSP49
ENSG00000224243.1	LINC00403
ENSG00000224244.1	AC073508.1
ENSG00000224245.1	AL358232.1
ENSG00000224247.1	AJ009632.1
ENSG00000224250.1	AC025947.1
ENSG00000224251.6	AL391427.1
ENSG00000224252.1	AC113618.1
ENSG00000224254.2	MTCO1P39
ENSG00000224255.2	PDCL3P6
ENSG00000224256.1	Z93930.1
ENSG00000224257.1	VWC2L-IT1
ENSG00000224259.6	LINC01133
ENSG00000224260.6	AL023754.1
ENSG00000224261.2	RPSAP18
ENSG00000224263.1	CYCSP12
ENSG00000224265.1	AC068707.1
ENSG00000224267.1	AL772155.1
ENSG00000224269.1	AP000697.1
ENSG00000224271.5	AL117329.1
ENSG00000224272.2	AC131097.3
ENSG00000224273.2	AC005077.2
ENSG00000224274.1	ENSAP1
ENSG00000224276.1	AL355388.1
ENSG00000224277.5	AP000345.1
ENSG00000224278.1	AL592447.1
ENSG00000224279.2	RPS29P31
ENSG00000224280.1	AC005014.1
ENSG00000224281.4	SLC25A5-AS1
ENSG00000224282.3	AC010469.1
ENSG00000224286.5	LINC01142
ENSG00000224287.2	MSL3P1
ENSG00000224288.2	MTCYBP11
ENSG00000224289.1	IFIT6P
ENSG00000224291.1	AC012671.1
ENSG00000224292.1	AF196972.1
ENSG00000224294.1	PINCR
ENSG00000224295.2	OLFM5P
ENSG00000224296.3	MRPL49P1
ENSG00000224297.2	AL158825.1
ENSG00000224299.1	MTATP6P16
ENSG00000224300.1	OR51P1P
ENSG00000224301.1	AL590502.1
ENSG00000224302.1	AL500527.1
ENSG00000224307.1	AL161785.1
ENSG00000224308.1	LINC01527
ENSG00000224309.7	ANKRD30BP2
ENSG00000224310.1	LINC01567
ENSG00000224311.1	AL590640.1
ENSG00000224312.1	MCCD1P2
ENSG00000224314.1	AC005002.1
ENSG00000224315.2	RPL7P7
ENSG00000224316.1	GTF2IP5
ENSG00000224318.5	CHL1-AS2
ENSG00000224321.1	RPL12P14
ENSG00000224322.1	AC004009.1
ENSG00000224323.2	DPRXP1
ENSG00000224324.1	THAP5P1
ENSG00000224326.1	AL136234.1
ENSG00000224328.1	MDC1-AS1
ENSG00000224329.2	LINC00297
ENSG00000224330.1	AC005019.2
ENSG00000224331.2	AC019181.1
ENSG00000224333.1	GAPDHP20
ENSG00000224334.1	AP000357.1
ENSG00000224335.2	AC239809.1
ENSG00000224336.2	FAM197Y1
ENSG00000224337.1	FAM8A3P
ENSG00000224338.2	MTCYBP45
ENSG00000224339.1	AL121578.1
ENSG00000224340.1	AL590639.1
ENSG00000224341.1	AC006965.1
ENSG00000224342.1	AC007879.1
ENSG00000224344.1	KNOP1P3
ENSG00000224346.1	BICD1P1
ENSG00000224347.6	SCEL-AS1
ENSG00000224348.2	AL592076.1
ENSG00000224349.2	AL365226.1
ENSG00000224351.2	CDKN2AIPNLP3
ENSG00000224352.1	AC132479.1
ENSG00000224353.2	ACE3P
ENSG00000224354.2	MTND2P5
ENSG00000224356.5	AL356966.1
ENSG00000224357.1	ATG3P1
ENSG00000224358.1	AL451074.2
ENSG00000224359.2	AL358176.1
ENSG00000224361.1	AC011239.1
ENSG00000224363.2	FP700111.1
ENSG00000224365.1	AC073261.1
ENSG00000224366.1	AC243964.1
ENSG00000224367.6	OACYLP
ENSG00000224368.1	ARAFP2
ENSG00000224370.1	AC093392.2
ENSG00000224371.5	AL391361.2
ENSG00000224372.1	HLA-N
ENSG00000224373.3	IGHV4-59
ENSG00000224374.1	AL023693.1
ENSG00000224375.1	AC009276.1
ENSG00000224376.1	AC017104.1
ENSG00000224382.1	LINC00703
ENSG00000224383.7	PRR29
ENSG00000224384.1	AL033379.1
ENSG00000224387.1	AL139246.1
ENSG00000224388.1	BACE2-IT1
ENSG00000224389.8	C4B
ENSG00000224391.1	LINC01280
ENSG00000224394.1	GPC6-AS2
ENSG00000224396.1	METTL15P3
ENSG00000224397.5	SMIM25
ENSG00000224400.5	AC010880.1
ENSG00000224401.2	RPL7P57
ENSG00000224402.2	OR6D1P
ENSG00000224403.1	DPPA2P3
ENSG00000224404.1	Z68323.1
ENSG00000224405.1	LINC00572
ENSG00000224406.5	LINC02052
ENSG00000224407.1	AL136988.1
ENSG00000224408.1	USP9YP22
ENSG00000224409.1	AC114489.1
ENSG00000224410.1	AC097499.1
ENSG00000224411.3	HSP90AA2P
ENSG00000224412.1	AC022022.1
ENSG00000224413.1	AP001476.1
ENSG00000224414.1	AC010886.1
ENSG00000224415.1	AC007683.1
ENSG00000224416.2	IFNA22P
ENSG00000224417.2	AL606970.1
ENSG00000224418.1	STK24-AS1
ENSG00000224419.1	KRT18P27
ENSG00000224420.3	ADM5
ENSG00000224421.1	ATP5J2LP
ENSG00000224424.7	PRKAR2A-AS1
ENSG00000224425.2	AC073869.2
ENSG00000224426.1	SLC31A1P1
ENSG00000224427.1	AP000281.1
ENSG00000224429.7	LINC00539
ENSG00000224430.2	MKRN5P
ENSG00000224431.1	AC063976.2
ENSG00000224435.2	NF1P6
ENSG00000224436.1	BX323014.1
ENSG00000224437.2	PIGUP1
ENSG00000224438.3	RPL23AP14
ENSG00000224439.2	RPSAP10
ENSG00000224440.1	CXorf51A
ENSG00000224441.1	AC068831.2
ENSG00000224442.1	AC017035.1
ENSG00000224443.1	AC006509.2
ENSG00000224445.3	LINC01708
ENSG00000224447.1	U91328.1
ENSG00000224448.1	AC005020.1
ENSG00000224451.2	ATP5F1P1
ENSG00000224452.1	RSL24D1P6
ENSG00000224458.3	GUSBP6
ENSG00000224459.1	AL450998.2
ENSG00000224462.2	C4BPAP1
ENSG00000224463.1	AC079354.2
ENSG00000224464.2	PGAM1P6
ENSG00000224465.1	SOCS2P2
ENSG00000224466.1	CDCA4P2
ENSG00000224467.1	AC009313.1
ENSG00000224468.3	AL354953.1
ENSG00000224469.1	AC009517.1
ENSG00000224470.7	ATXN1L
ENSG00000224471.2	MTCO3P19
ENSG00000224473.1	CCND3P1
ENSG00000224475.1	AC073900.1
ENSG00000224476.3	RPL36P16
ENSG00000224477.5	AL109933.1
ENSG00000224478.1	AL356417.1
ENSG00000224479.6	AC104162.1
ENSG00000224481.1	AC245100.1
ENSG00000224482.1	HSFY4P
ENSG00000224484.1	AC023141.2
ENSG00000224485.1	USP9YP7
ENSG00000224486.1	AL662795.1
ENSG00000224488.1	SAMM50P1
ENSG00000224490.5	TTC21B-AS1
ENSG00000224493.1	AC093156.1
ENSG00000224494.1	HNRNPA3P14
ENSG00000224497.1	RPL36P4
ENSG00000224498.1	MAPKAPK5P1
ENSG00000224500.1	AL731575.1
ENSG00000224504.2	AC025428.2
ENSG00000224505.2	AC138150.1
ENSG00000224506.2	LINC02523
ENSG00000224509.2	AC010884.1
ENSG00000224510.2	POLR2KP2
ENSG00000224511.1	LINC00365
ENSG00000224513.2	AC109309.1
ENSG00000224514.2	LINC00620
ENSG00000224515.1	AL590385.1
ENSG00000224516.5	AC068134.1
ENSG00000224517.6	HTR2A-AS1
ENSG00000224518.2	AC006989.1
ENSG00000224519.1	HMGN1P19
ENSG00000224520.2	KRT8P45
ENSG00000224521.1	AC098483.1
ENSG00000224523.1	AL445213.1
ENSG00000224524.1	CYCSP42
ENSG00000224525.2	AL591686.1
ENSG00000224529.1	AC093698.2
ENSG00000224530.1	PPIAP10
ENSG00000224531.5	SMIM13
ENSG00000224532.2	AL136361.1
ENSG00000224533.4	TMLHE-AS1
ENSG00000224535.1	AC092803.1
ENSG00000224536.2	AC096677.1
ENSG00000224537.1	MEP1AP4
ENSG00000224539.1	SAGE4P
ENSG00000224540.1	AC092810.1
ENSG00000224541.1	AP001439.1
ENSG00000224543.4	SNRPGP15
ENSG00000224545.1	AC008264.1
ENSG00000224546.2	EIF4BP3
ENSG00000224547.1	ZNF619P1
ENSG00000224548.1	Z75741.1
ENSG00000224549.1	AC017067.1
ENSG00000224550.1	AC114491.1
ENSG00000224551.1	HMGB3P21
ENSG00000224553.1	AC008065.1
ENSG00000224555.3	AC087441.1
ENSG00000224556.2	BX510359.1
ENSG00000224557.7	HLA-DPB2
ENSG00000224559.2	LINC01087
ENSG00000224560.3	AC108043.1
ENSG00000224563.1	LPP-AS1
ENSG00000224565.1	LINC01754
ENSG00000224566.2	FAM96AP2
ENSG00000224567.2	AC134879.1
ENSG00000224568.1	LINC01886
ENSG00000224569.3	AC095052.1
ENSG00000224570.1	AC097063.1
ENSG00000224571.1	USP9YP13
ENSG00000224573.1	AC083863.1
ENSG00000224574.1	COL18A1-AS2
ENSG00000224577.1	LINC01117
ENSG00000224578.4	HNRNPA1P48
ENSG00000224579.1	AC245052.2
ENSG00000224582.5	LINC01015
ENSG00000224583.1	AL356277.2
ENSG00000224584.2	UBE2V1P13
ENSG00000224585.1	AC103563.1
ENSG00000224586.6	GPX5
ENSG00000224589.1	AC112492.1
