cell_type	sample	score	type
Monocyte	BS_67Z63A2K	0.009894416791872435	stranded
Neutrophil	BS_67Z63A2K	0	stranded
NK cell	BS_67Z63A2K	0.03254385564744556	stranded
T cell CD4+ (non-regulatory)	BS_67Z63A2K	0	stranded
T cell CD8+	BS_67Z63A2K	0	stranded
T cell regulatory (Tregs)	BS_67Z63A2K	0	stranded
Myeloid dendritic cell	BS_67Z63A2K	0.017523222721723426	stranded
uncharacterized cell	BS_67Z63A2K	0.936157239819231	stranded
B cell	BS_68BW2163	0.009746825314832433	stranded
Macrophage M1	BS_68BW2163	0	stranded
Macrophage M2	BS_68BW2163	0	stranded
Monocyte	BS_68BW2163	0.015430167364163873	stranded
Neutrophil	BS_68BW2163	0	stranded
NK cell	BS_68BW2163	0.010927069782624317	stranded
T cell CD4+ (non-regulatory)	BS_68BW2163	0.00822574733649518	stranded
T cell CD8+	BS_68BW2163	0	stranded
T cell regulatory (Tregs)	BS_68BW2163	0.0010110806936081992	stranded
Myeloid dendritic cell	BS_68BW2163	0.00867085946252867	stranded
uncharacterized cell	BS_68BW2163	0.9459882500457474	stranded
B cell	BS_6VPKXXMR	0.012202006514924812	stranded
Macrophage M1	BS_6VPKXXMR	0	stranded
Macrophage M2	BS_6VPKXXMR	0	stranded
Monocyte	BS_6VPKXXMR	0.03263866552640167	stranded
Neutrophil	BS_6VPKXXMR	0	stranded
NK cell	BS_6VPKXXMR	0.008928546581480332	stranded
T cell CD4+ (non-regulatory)	BS_6VPKXXMR	0	stranded
T cell CD8+	BS_6VPKXXMR	0	stranded
T cell regulatory (Tregs)	BS_6VPKXXMR	9.402782388680341e-4	stranded
Myeloid dendritic cell	BS_6VPKXXMR	0.003115881073114327	stranded
uncharacterized cell	BS_6VPKXXMR	0.9421746220652109	stranded
B cell	BS_680K119G	0.00691033755972333	stranded
Macrophage M1	BS_680K119G	0	stranded
Macrophage M2	BS_680K119G	0.0021866350668218837	stranded
Monocyte	BS_680K119G	0.018662268415744414	stranded
Neutrophil	BS_680K119G	0	stranded
NK cell	BS_680K119G	0.026334746338419087	stranded
T cell CD4+ (non-regulatory)	BS_680K119G	0	stranded
T cell CD8+	BS_680K119G	0	stranded
T cell regulatory (Tregs)	BS_680K119G	0	stranded
Myeloid dendritic cell	BS_680K119G	0.03188920011440832	stranded
uncharacterized cell	BS_680K119G	0.914016812504883	stranded
B cell	BS_69V8P8A0	0.0022935685097507075	stranded
Macrophage M1	BS_69V8P8A0	0	stranded
Macrophage M2	BS_69V8P8A0	0	stranded
Monocyte	BS_69V8P8A0	0.04555906773950217	stranded
Neutrophil	BS_69V8P8A0	0	stranded
NK cell	BS_69V8P8A0	0.01016778966820495	stranded
T cell CD4+ (non-regulatory)	BS_69V8P8A0	0	stranded
T cell CD8+	BS_69V8P8A0	0	stranded
T cell regulatory (Tregs)	BS_69V8P8A0	0.0022561483104211817	stranded
Myeloid dendritic cell	BS_69V8P8A0	0	stranded
uncharacterized cell	BS_69V8P8A0	0.9397234257721211	stranded
B cell	BS_6WP1FHTE	0.005213215754879258	stranded
Macrophage M1	BS_6WP1FHTE	0.003055490954995791	stranded
Macrophage M2	BS_6WP1FHTE	0.004889461420333227	stranded
Monocyte	BS_6WP1FHTE	0.009695277296302606	stranded
Neutrophil	BS_6WP1FHTE	0	stranded
NK cell	BS_6WP1FHTE	0.013013774874997537	stranded
T cell CD4+ (non-regulatory)	BS_6WP1FHTE	0.00937863457522956	stranded
T cell CD8+	BS_6WP1FHTE	0	stranded
T cell regulatory (Tregs)	BS_6WP1FHTE	0.0018016138873773338	stranded
Myeloid dendritic cell	BS_6WP1FHTE	0.02079014107140991	stranded
uncharacterized cell	BS_6WP1FHTE	0.9321623901644748	stranded
B cell	BS_7327SDAQ	0.004046502505374508	stranded
Macrophage M1	BS_7327SDAQ	0	stranded
Macrophage M2	BS_7327SDAQ	0.0018932946232377542	stranded
Monocyte	BS_7327SDAQ	0.005647698434047101	stranded
Neutrophil	BS_7327SDAQ	0	stranded
NK cell	BS_7327SDAQ	0.014997031194976349	stranded
T cell CD4+ (non-regulatory)	BS_7327SDAQ	0.012785128806648498	stranded
T cell CD8+	BS_7327SDAQ	0	stranded
T cell regulatory (Tregs)	BS_7327SDAQ	0.0020072325179020965	stranded
Myeloid dendritic cell	BS_7327SDAQ	0.033183102583461875	stranded
uncharacterized cell	BS_7327SDAQ	0.9254400093343519	stranded
B cell	BS_6G6C7VPX	0.0015568240446666235	stranded
Macrophage M1	BS_6G6C7VPX	6.087157738703249e-4	stranded
Macrophage M2	BS_6G6C7VPX	0.00750893227588035	stranded
Monocyte	BS_6G6C7VPX	0.01142514419545951	stranded
Neutrophil	BS_6G6C7VPX	0	stranded
NK cell	BS_6G6C7VPX	0.003640004170535803	stranded
T cell CD4+ (non-regulatory)	BS_6G6C7VPX	0.015312540490660158	stranded
T cell CD8+	BS_6G6C7VPX	0	stranded
T cell regulatory (Tregs)	BS_6G6C7VPX	0.002322826030382714	stranded
Myeloid dendritic cell	BS_6G6C7VPX	0	stranded
uncharacterized cell	BS_6G6C7VPX	0.9576250130185445	stranded
B cell	BS_699TN5RN	0.013613951083107815	stranded
Macrophage M1	BS_699TN5RN	0.006933181524235114	stranded
Macrophage M2	BS_699TN5RN	0.027159420968134753	stranded
Monocyte	BS_699TN5RN	0	stranded
Neutrophil	BS_699TN5RN	0	stranded
NK cell	BS_699TN5RN	0.005221029347677451	stranded
T cell CD4+ (non-regulatory)	BS_699TN5RN	0	stranded
T cell CD8+	BS_699TN5RN	0	stranded
T cell regulatory (Tregs)	BS_699TN5RN	0.0023863438819112515	stranded
Myeloid dendritic cell	BS_699TN5RN	0.09035116842360408	stranded
uncharacterized cell	BS_699TN5RN	0.8543349047713296	stranded
B cell	BS_6H1C1ME9	0.004757737844554567	stranded
Macrophage M1	BS_6H1C1ME9	0.0225079257947661	stranded
Macrophage M2	BS_6H1C1ME9	0.0016803280923269929	stranded
Monocyte	BS_6H1C1ME9	0.014979513117236115	stranded
Neutrophil	BS_6H1C1ME9	0	stranded
NK cell	BS_6H1C1ME9	0.010459596861036088	stranded
T cell CD4+ (non-regulatory)	BS_6H1C1ME9	0	stranded
T cell CD8+	BS_6H1C1ME9	0	stranded
T cell regulatory (Tregs)	BS_6H1C1ME9	4.1629475792199393e-4	stranded
Myeloid dendritic cell	BS_6H1C1ME9	0	stranded
uncharacterized cell	BS_6H1C1ME9	0.9451986035321581	stranded
B cell	BS_6HTK4YJP	0.007678100112777989	stranded
Macrophage M1	BS_6HTK4YJP	0	stranded
Macrophage M2	BS_6HTK4YJP	0.016845901181268625	stranded
Monocyte	BS_6HTK4YJP	0.015833749235983362	stranded
Neutrophil	BS_6HTK4YJP	0.006314569482793004	stranded
NK cell	BS_6HTK4YJP	0.02407887599744138	stranded
T cell CD4+ (non-regulatory)	BS_6HTK4YJP	0.015058567270647142	stranded
T cell CD8+	BS_6HTK4YJP	0	stranded
T cell regulatory (Tregs)	BS_6HTK4YJP	0.003196533080018495	stranded
Myeloid dendritic cell	BS_6HTK4YJP	0.0029869317847509794	stranded
uncharacterized cell	BS_6HTK4YJP	0.908006771854319	stranded
B cell	BS_6JHXXVR7	0.014812088354441304	stranded
Macrophage M1	BS_6JHXXVR7	0.001956370025638452	stranded
Macrophage M2	BS_6JHXXVR7	0.010583466614077759	stranded
Monocyte	BS_6JHXXVR7	0.004931124283592347	stranded
Neutrophil	BS_6JHXXVR7	0.015502672599173158	stranded
NK cell	BS_6JHXXVR7	0.01845939289724566	stranded
T cell CD4+ (non-regulatory)	BS_6JHXXVR7	0	stranded
T cell CD8+	BS_6JHXXVR7	0	stranded
T cell regulatory (Tregs)	BS_6JHXXVR7	0.017955613447915752	stranded
Myeloid dendritic cell	BS_6JHXXVR7	0.018634872047405077	stranded
uncharacterized cell	BS_6JHXXVR7	0.8971643997305104	stranded
B cell	BS_6MZ7FRZH	0.020351284205005916	stranded
Macrophage M1	BS_6MZ7FRZH	0	stranded
Macrophage M2	BS_6MZ7FRZH	0.0036828316401738663	stranded
Monocyte	BS_6MZ7FRZH	0	stranded
Neutrophil	BS_6MZ7FRZH	0	stranded
NK cell	BS_6MZ7FRZH	0.011125831540389031	stranded
T cell CD4+ (non-regulatory)	BS_6MZ7FRZH	0	stranded
T cell CD8+	BS_6MZ7FRZH	0	stranded
T cell regulatory (Tregs)	BS_6MZ7FRZH	0	stranded
Myeloid dendritic cell	BS_6MZ7FRZH	0.030641612914324823	stranded
uncharacterized cell	BS_6MZ7FRZH	0.9341984397001064	stranded
B cell	BS_6N3AFF66	0.010143121906868037	stranded
Macrophage M1	BS_6N3AFF66	0.002938772404383514	stranded
Macrophage M2	BS_6N3AFF66	0.007310182393432213	stranded
Monocyte	BS_6N3AFF66	0.009930717916475587	stranded
Neutrophil	BS_6N3AFF66	0	stranded
NK cell	BS_6N3AFF66	0.020583597557505013	stranded
T cell CD4+ (non-regulatory)	BS_6N3AFF66	0	stranded
T cell CD8+	BS_6N3AFF66	0	stranded
T cell regulatory (Tregs)	BS_6N3AFF66	0.0046526051574921935	stranded
Myeloid dendritic cell	BS_6N3AFF66	0.028369942466510954	stranded
uncharacterized cell	BS_6N3AFF66	0.9160710601973325	stranded
B cell	BS_6NRTJSYK	0.006678713081690371	stranded
Macrophage M1	BS_6NRTJSYK	0	stranded
Macrophage M2	BS_6NRTJSYK	0	stranded
Monocyte	BS_6NRTJSYK	0	stranded
Neutrophil	BS_6NRTJSYK	0	stranded
NK cell	BS_6NRTJSYK	0.01067248302032255	stranded
T cell CD4+ (non-regulatory)	BS_6NRTJSYK	0	stranded
T cell CD8+	BS_6NRTJSYK	0	stranded
T cell regulatory (Tregs)	BS_6NRTJSYK	0	stranded
Myeloid dendritic cell	BS_6NRTJSYK	0.05011562970123853	stranded
uncharacterized cell	BS_6NRTJSYK	0.9325331741967485	stranded
B cell	BS_6P50QTPP	0.005444413271535239	stranded
Macrophage M1	BS_6P50QTPP	0.0019209089866002514	stranded
Macrophage M2	BS_6P50QTPP	0.01615692387752588	stranded
Monocyte	BS_6P50QTPP	0.00538745728808053	stranded
Neutrophil	BS_6P50QTPP	0	stranded
NK cell	BS_6P50QTPP	0.01575970421060768	stranded
T cell CD4+ (non-regulatory)	BS_6P50QTPP	0	stranded
T cell CD8+	BS_6P50QTPP	0	stranded
T cell regulatory (Tregs)	BS_6P50QTPP	0	stranded
Myeloid dendritic cell	BS_6P50QTPP	0.02904760316871058	stranded
uncharacterized cell	BS_6P50QTPP	0.9262829891969399	stranded
B cell	BS_6R7SFVV2	0.0027741988472298486	stranded
Macrophage M1	BS_6R7SFVV2	0	stranded
Macrophage M2	BS_6R7SFVV2	0	stranded
Monocyte	BS_6R7SFVV2	0.07785445941199716	stranded
Neutrophil	BS_6R7SFVV2	0	stranded
NK cell	BS_6R7SFVV2	0.02130121250427488	stranded
T cell CD4+ (non-regulatory)	BS_6R7SFVV2	0	stranded
T cell CD8+	BS_6R7SFVV2	0	stranded
T cell regulatory (Tregs)	BS_6R7SFVV2	0.004743007700371524	stranded
Myeloid dendritic cell	BS_6R7SFVV2	0	stranded
uncharacterized cell	BS_6R7SFVV2	0.8933271215361266	stranded
B cell	BS_6T4JGBGY	0.003526118795053951	stranded
Macrophage M1	BS_6T4JGBGY	5.933883108164143e-4	stranded
Macrophage M2	BS_6T4JGBGY	0.0037067786719013835	stranded
Monocyte	BS_6T4JGBGY	0.008767198993116683	stranded
Neutrophil	BS_6T4JGBGY	0	stranded
NK cell	BS_6T4JGBGY	0.010989305103499443	stranded
T cell CD4+ (non-regulatory)	BS_6T4JGBGY	0	stranded
T cell CD8+	BS_6T4JGBGY	0	stranded
T cell regulatory (Tregs)	BS_6T4JGBGY	0	stranded
Myeloid dendritic cell	BS_6T4JGBGY	0.0011080206932671936	stranded
uncharacterized cell	BS_6T4JGBGY	0.9713091894323449	stranded
B cell	BS_6VF6VPCG	0.010565642896994616	stranded
Macrophage M1	BS_6VF6VPCG	0.009479330274285453	stranded
Macrophage M2	BS_6VF6VPCG	0.024952819783704977	stranded
Monocyte	BS_6VF6VPCG	0	stranded
Neutrophil	BS_6VF6VPCG	0	stranded
NK cell	BS_6VF6VPCG	0.00927683864704169	stranded
T cell CD4+ (non-regulatory)	BS_6VF6VPCG	0	stranded
T cell CD8+	BS_6VF6VPCG	0	stranded
T cell regulatory (Tregs)	BS_6VF6VPCG	0	stranded
Myeloid dendritic cell	BS_6VF6VPCG	0.10116750457108167	stranded
uncharacterized cell	BS_6VF6VPCG	0.8445578638268916	stranded
B cell	BS_7GJT4A6A	0.007370871190261803	stranded
Macrophage M1	BS_7GJT4A6A	0.002383176423993422	stranded
Macrophage M2	BS_7GJT4A6A	0.003255393584570242	stranded
Monocyte	BS_7GJT4A6A	0.022565531792045773	stranded
Neutrophil	BS_7GJT4A6A	0	stranded
NK cell	BS_7GJT4A6A	0.016690126986944522	stranded
T cell CD4+ (non-regulatory)	BS_7GJT4A6A	0.0033672063559888176	stranded
T cell CD8+	BS_7GJT4A6A	0	stranded
T cell regulatory (Tregs)	BS_7GJT4A6A	0	stranded
Myeloid dendritic cell	BS_7GJT4A6A	0.012809898587762476	stranded
uncharacterized cell	BS_7GJT4A6A	0.931557795078433	stranded
B cell	BS_6NTXGQAC	0.003526578349772193	stranded
Macrophage M1	BS_6NTXGQAC	0.005548684617320627	stranded
Macrophage M2	BS_6NTXGQAC	0.013441190030315662	stranded
Monocyte	BS_6NTXGQAC	0	stranded
Neutrophil	BS_6NTXGQAC	0	stranded
NK cell	BS_6NTXGQAC	0.003976283276868406	stranded
T cell CD4+ (non-regulatory)	BS_6NTXGQAC	0	stranded
T cell CD8+	BS_6NTXGQAC	0	stranded
T cell regulatory (Tregs)	BS_6NTXGQAC	4.0694975924586755e-4	stranded
Myeloid dendritic cell	BS_6NTXGQAC	0.01602830290932768	stranded
uncharacterized cell	BS_6NTXGQAC	0.9570720110571496	stranded
B cell	BS_6YMJ621P	0.006993882928672107	stranded
Macrophage M1	BS_6YMJ621P	0.0036261606141091266	stranded
Macrophage M2	BS_6YMJ621P	0.00612843246413733	stranded
Monocyte	BS_6YMJ621P	0.010171495663940579	stranded
Neutrophil	BS_6YMJ621P	0	stranded
NK cell	BS_6YMJ621P	0.002918703923136389	stranded
T cell CD4+ (non-regulatory)	BS_6YMJ621P	0	stranded
T cell CD8+	BS_6YMJ621P	7.898728231607237e-5	stranded
T cell regulatory (Tregs)	BS_6YMJ621P	0.0014920092908841855	stranded
Myeloid dendritic cell	BS_6YMJ621P	0.00537432607036399	stranded
uncharacterized cell	BS_6YMJ621P	0.9632160017624402	stranded
B cell	BS_CQSAJ7BF	0.013123195476053338	stranded
Macrophage M1	BS_CQSAJ7BF	0	stranded
Macrophage M2	BS_CQSAJ7BF	0	stranded
Monocyte	BS_CQSAJ7BF	0.03907904103516169	stranded
Neutrophil	BS_CQSAJ7BF	0	stranded
NK cell	BS_CQSAJ7BF	0.0271155507138674	stranded
T cell CD4+ (non-regulatory)	BS_CQSAJ7BF	0	stranded
T cell CD8+	BS_CQSAJ7BF	0	stranded
T cell regulatory (Tregs)	BS_CQSAJ7BF	0	stranded
Myeloid dendritic cell	BS_CQSAJ7BF	0.009131073836825042	stranded
uncharacterized cell	BS_CQSAJ7BF	0.9115511389380926	stranded
B cell	BS_70FFPA51	0.00386023091751796	stranded
Macrophage M1	BS_70FFPA51	0.004066282079058427	stranded
Macrophage M2	BS_70FFPA51	0.006811920709479018	stranded
Monocyte	BS_70FFPA51	0	stranded
Neutrophil	BS_70FFPA51	0	stranded
NK cell	BS_70FFPA51	0.004861987633932248	stranded
T cell CD4+ (non-regulatory)	BS_70FFPA51	0.02438182351861001	stranded
T cell CD8+	BS_70FFPA51	0	stranded
T cell regulatory (Tregs)	BS_70FFPA51	0.0015575115924968492	stranded
Myeloid dendritic cell	BS_70FFPA51	0.01755759730626429	stranded
uncharacterized cell	BS_70FFPA51	0.9369026462426412	stranded
B cell	BS_742RHK1M	0.023860514408461136	stranded
Macrophage M1	BS_742RHK1M	0	stranded
Macrophage M2	BS_742RHK1M	0.029568581430447268	stranded
Monocyte	BS_742RHK1M	0	stranded
Neutrophil	BS_742RHK1M	0.015915974906368383	stranded
NK cell	BS_742RHK1M	0.004165000857209617	stranded
T cell CD4+ (non-regulatory)	BS_742RHK1M	0	stranded
T cell CD8+	BS_742RHK1M	2.6029250581382916e-4	stranded
T cell regulatory (Tregs)	BS_742RHK1M	0.009100388351446094	stranded
Myeloid dendritic cell	BS_742RHK1M	0.0015393342263567912	stranded
uncharacterized cell	BS_742RHK1M	0.9155899133138969	stranded
B cell	BS_74FS6GMW	0.003936435695742206	stranded
Macrophage M1	BS_74FS6GMW	0.0012205506154852365	stranded
Macrophage M2	BS_74FS6GMW	8.67113864323488e-4	stranded
Monocyte	BS_74FS6GMW	0.004501908343621632	stranded
Neutrophil	BS_74FS6GMW	0.001275630483909377	stranded
NK cell	BS_74FS6GMW	0.004582560133167317	stranded
T cell CD4+ (non-regulatory)	BS_74FS6GMW	0.004820446343498722	stranded
T cell CD8+	BS_74FS6GMW	0	stranded
T cell regulatory (Tregs)	BS_74FS6GMW	0	stranded
Myeloid dendritic cell	BS_74FS6GMW	1.3666682394000853e-4	stranded
uncharacterized cell	BS_74FS6GMW	0.978658687696312	stranded
B cell	BS_74G5K7JF	0.0028609778368250175	stranded
Macrophage M1	BS_74G5K7JF	1.4723398361121538e-4	stranded
Macrophage M2	BS_74G5K7JF	0.004153877296023282	stranded
Monocyte	BS_74G5K7JF	0	stranded
Neutrophil	BS_74G5K7JF	0.03630858464866143	stranded
NK cell	BS_74G5K7JF	0.0030129549645034107	stranded
T cell CD4+ (non-regulatory)	BS_74G5K7JF	0	stranded
T cell CD8+	BS_74G5K7JF	0	stranded
T cell regulatory (Tregs)	BS_74G5K7JF	0	stranded
Myeloid dendritic cell	BS_74G5K7JF	0.002689145316792032	stranded
uncharacterized cell	BS_74G5K7JF	0.9508272259535836	stranded
B cell	BS_769BDPDB	0.003481523459700557	stranded
Macrophage M1	BS_769BDPDB	0.0038142434542717176	stranded
Macrophage M2	BS_769BDPDB	0.01372298848606567	stranded
Monocyte	BS_769BDPDB	0.02493018521411304	stranded
Neutrophil	BS_769BDPDB	0	stranded
NK cell	BS_769BDPDB	0.010563205986295192	stranded
T cell CD4+ (non-regulatory)	BS_769BDPDB	0	stranded
T cell CD8+	BS_769BDPDB	0	stranded
T cell regulatory (Tregs)	BS_769BDPDB	4.953514320317415e-4	stranded
Myeloid dendritic cell	BS_769BDPDB	0.022643934516183038	stranded
uncharacterized cell	BS_769BDPDB	0.920348567451339	stranded
B cell	BS_775HDFNY	0.0093869447491491	stranded
Macrophage M1	BS_775HDFNY	0.006406791644135222	stranded
Macrophage M2	BS_775HDFNY	0.012387032331167842	stranded
Monocyte	BS_775HDFNY	1.461031023380239e-4	stranded
Neutrophil	BS_775HDFNY	0	stranded
NK cell	BS_775HDFNY	0.012031591353543439	stranded
T cell CD4+ (non-regulatory)	BS_775HDFNY	0	stranded
T cell CD8+	BS_775HDFNY	0	stranded
T cell regulatory (Tregs)	BS_775HDFNY	0.002787560849022689	stranded
Myeloid dendritic cell	BS_775HDFNY	0.03213642165233038	stranded
uncharacterized cell	BS_775HDFNY	0.9247175543183134	stranded
B cell	BS_78QX3XDF	0.0032986646643573514	stranded
Macrophage M1	BS_78QX3XDF	0.002354955676124457	stranded
Macrophage M2	BS_78QX3XDF	0.006819881963729314	stranded
Monocyte	BS_78QX3XDF	0.0071939451362446165	stranded
Neutrophil	BS_78QX3XDF	0	stranded
NK cell	BS_78QX3XDF	0.0075395883167115	stranded
T cell CD4+ (non-regulatory)	BS_78QX3XDF	0	stranded
T cell CD8+	BS_78QX3XDF	0	stranded
T cell regulatory (Tregs)	BS_78QX3XDF	8.029158684248101e-4	stranded
Myeloid dendritic cell	BS_78QX3XDF	0.00963083083781623	stranded
uncharacterized cell	BS_78QX3XDF	0.9623592175365917	stranded
B cell	BS_77CDMEY4	0.011809742256263954	stranded
Macrophage M1	BS_77CDMEY4	0.007696181699277973	stranded
Macrophage M2	BS_77CDMEY4	0.014059076524723569	stranded
Monocyte	BS_77CDMEY4	0.03719288993204481	stranded
Neutrophil	BS_77CDMEY4	0	stranded
NK cell	BS_77CDMEY4	0.012852457562080222	stranded
T cell CD4+ (non-regulatory)	BS_77CDMEY4	0	stranded
T cell CD8+	BS_77CDMEY4	0	stranded
T cell regulatory (Tregs)	BS_77CDMEY4	0	stranded
Myeloid dendritic cell	BS_77CDMEY4	0.021115070760569593	stranded
uncharacterized cell	BS_77CDMEY4	0.8952745812650399	stranded
B cell	BS_84XCR9GG	0.006965658334795973	stranded
Macrophage M1	BS_84XCR9GG	0	stranded
Macrophage M2	BS_84XCR9GG	0.00874341172567017	stranded
Monocyte	BS_84XCR9GG	0.018170079011365334	stranded
Neutrophil	BS_84XCR9GG	0	stranded
NK cell	BS_84XCR9GG	0.009299216939829914	stranded
T cell CD4+ (non-regulatory)	BS_84XCR9GG	0	stranded
T cell CD8+	BS_84XCR9GG	0	stranded
T cell regulatory (Tregs)	BS_84XCR9GG	0	stranded
Myeloid dendritic cell	BS_84XCR9GG	0.01924206006092821	stranded
uncharacterized cell	BS_84XCR9GG	0.9375795739274104	stranded
B cell	BS_7B89YR6K	0.006438274547718945	stranded
Macrophage M1	BS_7B89YR6K	0	stranded
Macrophage M2	BS_7B89YR6K	0	stranded
Monocyte	BS_7B89YR6K	0.033550913769438466	stranded
Neutrophil	BS_7B89YR6K	0	stranded
NK cell	BS_7B89YR6K	0.018385270965006657	stranded
T cell CD4+ (non-regulatory)	BS_7B89YR6K	0	stranded
T cell CD8+	BS_7B89YR6K	0	stranded
T cell regulatory (Tregs)	BS_7B89YR6K	0	stranded
Myeloid dendritic cell	BS_7B89YR6K	0.0030764487902110297	stranded
uncharacterized cell	BS_7B89YR6K	0.9385490919276249	stranded
B cell	BS_CREQ97QC	0.011981917029897263	stranded
Macrophage M1	BS_CREQ97QC	0	stranded
Macrophage M2	BS_CREQ97QC	0	stranded
Monocyte	BS_CREQ97QC	0.0493693287550123	stranded
Neutrophil	BS_CREQ97QC	0	stranded
NK cell	BS_CREQ97QC	0.03439447853246971	stranded
T cell CD4+ (non-regulatory)	BS_CREQ97QC	0	stranded
T cell CD8+	BS_CREQ97QC	0	stranded
T cell regulatory (Tregs)	BS_CREQ97QC	1.917611148562341e-4	stranded
Myeloid dendritic cell	BS_CREQ97QC	0.028124687762731755	stranded
uncharacterized cell	BS_CREQ97QC	0.8759378268050327	stranded
B cell	BS_7BTZQKYY	0.004469490646760456	stranded
Macrophage M1	BS_7BTZQKYY	0	stranded
Macrophage M2	BS_7BTZQKYY	0.004782257575107398	stranded
Monocyte	BS_7BTZQKYY	0.004722949159497909	stranded
Neutrophil	BS_7BTZQKYY	0	stranded
NK cell	BS_7BTZQKYY	0.02089012700662872	stranded
T cell CD4+ (non-regulatory)	BS_7BTZQKYY	0	stranded
T cell CD8+	BS_7BTZQKYY	0	stranded
T cell regulatory (Tregs)	BS_7BTZQKYY	0	stranded
Myeloid dendritic cell	BS_7BTZQKYY	0.02388248799330053	stranded
uncharacterized cell	BS_7BTZQKYY	0.941252687618705	stranded
B cell	BS_7BW0YRPY	0.01028017038584374	stranded
Macrophage M1	BS_7BW0YRPY	0.0025591991725270762	stranded
Macrophage M2	BS_7BW0YRPY	0.005024746908577149	stranded
Monocyte	BS_7BW0YRPY	0.010529652762969084	stranded
Neutrophil	BS_7BW0YRPY	0.02839056650329992	stranded
NK cell	BS_7BW0YRPY	0.006681884120239121	stranded
T cell CD4+ (non-regulatory)	BS_7BW0YRPY	0	stranded
T cell CD8+	BS_7BW0YRPY	0.0023013270658728442	stranded
T cell regulatory (Tregs)	BS_7BW0YRPY	0.033735969574443546	stranded
Myeloid dendritic cell	BS_7BW0YRPY	0.003411241841460226	stranded
uncharacterized cell	BS_7BW0YRPY	0.8970852416647673	stranded
B cell	BS_7G42J2SK	0.006777099702777106	stranded
Macrophage M1	BS_7G42J2SK	0	stranded
Macrophage M2	BS_7G42J2SK	0.0017481989490015335	stranded
Monocyte	BS_7G42J2SK	0.009544083170807224	stranded
Neutrophil	BS_7G42J2SK	0	stranded
NK cell	BS_7G42J2SK	0.01209706361804651	stranded
T cell CD4+ (non-regulatory)	BS_7G42J2SK	0	stranded
T cell CD8+	BS_7G42J2SK	0	stranded
T cell regulatory (Tregs)	BS_7G42J2SK	0	stranded
Myeloid dendritic cell	BS_7G42J2SK	0.01482775533571432	stranded
uncharacterized cell	BS_7G42J2SK	0.9550057992236534	stranded
B cell	BS_7H4RFCW9	0.01361391199872846	stranded
Macrophage M1	BS_7H4RFCW9	0.010916931456964686	stranded
Macrophage M2	BS_7H4RFCW9	0.053876586712039036	stranded
Monocyte	BS_7H4RFCW9	0.010966961832202663	stranded
Neutrophil	BS_7H4RFCW9	0	stranded
NK cell	BS_7H4RFCW9	0.00662124319609052	stranded
T cell CD4+ (non-regulatory)	BS_7H4RFCW9	0	stranded
T cell CD8+	BS_7H4RFCW9	5.781764135861664e-4	stranded
T cell regulatory (Tregs)	BS_7H4RFCW9	0.0015353817000255021	stranded
Myeloid dendritic cell	BS_7H4RFCW9	0.07202104050478704	stranded
uncharacterized cell	BS_7H4RFCW9	0.829869766185576	stranded
B cell	BS_7P83Z28P	0.011472708997146667	stranded
Macrophage M1	BS_7P83Z28P	0.0014479928639632433	stranded
Macrophage M2	BS_7P83Z28P	0.005347691017224937	stranded
Monocyte	BS_7P83Z28P	0.04380608747476097	stranded
Neutrophil	BS_7P83Z28P	0	stranded
NK cell	BS_7P83Z28P	0.017690377583329565	stranded
T cell CD4+ (non-regulatory)	BS_7P83Z28P	0	stranded
T cell CD8+	BS_7P83Z28P	0	stranded
T cell regulatory (Tregs)	BS_7P83Z28P	5.418962502055259e-4	stranded
Myeloid dendritic cell	BS_7P83Z28P	0.016178877078739152	stranded
uncharacterized cell	BS_7P83Z28P	0.90351436873463	stranded
B cell	BS_7S6GNG04	6.21215956250478e-4	stranded
Macrophage M1	BS_7S6GNG04	0.002428942258201465	stranded
Macrophage M2	BS_7S6GNG04	0.007328848055930656	stranded
Monocyte	BS_7S6GNG04	0	stranded
Neutrophil	BS_7S6GNG04	0	stranded
NK cell	BS_7S6GNG04	7.952672218604741e-4	stranded
T cell CD4+ (non-regulatory)	BS_7S6GNG04	0.041528384735889094	stranded
T cell CD8+	BS_7S6GNG04	0	stranded
T cell regulatory (Tregs)	BS_7S6GNG04	0.0014347831727742502	stranded
Myeloid dendritic cell	BS_7S6GNG04	0.008195245567177201	stranded
uncharacterized cell	BS_7S6GNG04	0.9376673130319164	stranded
B cell	BS_7T1J3KET	0.010678540290867159	stranded
Macrophage M1	BS_7T1J3KET	0	stranded
Macrophage M2	BS_7T1J3KET	0.012493013244028982	stranded
Monocyte	BS_7T1J3KET	0	stranded
Neutrophil	BS_7T1J3KET	6.214196071503804e-4	stranded
NK cell	BS_7T1J3KET	0.010978821030798423	stranded
T cell CD4+ (non-regulatory)	BS_7T1J3KET	0	stranded
T cell CD8+	BS_7T1J3KET	0	stranded
T cell regulatory (Tregs)	BS_7T1J3KET	0.0033995586978712664	stranded
Myeloid dendritic cell	BS_7T1J3KET	0.040393497097118494	stranded
uncharacterized cell	BS_7T1J3KET	0.9214351500321654	stranded
B cell	BS_8MA5B8Y9	0.0022533606807468637	stranded
Macrophage M1	BS_8MA5B8Y9	0	stranded
Macrophage M2	BS_8MA5B8Y9	0	stranded
Monocyte	BS_8MA5B8Y9	0.02204366083492557	stranded
Neutrophil	BS_8MA5B8Y9	0	stranded
NK cell	BS_8MA5B8Y9	0.012389568984070872	stranded
