cell_type	sample	score	type
Monocyte	BS_1G3WYEN3	0.031505246185577714	stranded
Neutrophil	BS_1G3WYEN3	0	stranded
NK cell	BS_1G3WYEN3	0.03144751655604121	stranded
T cell CD4+ (non-regulatory)	BS_1G3WYEN3	0	stranded
T cell CD8+	BS_1G3WYEN3	0	stranded
T cell regulatory (Tregs)	BS_1G3WYEN3	0	stranded
Myeloid dendritic cell	BS_1G3WYEN3	0.04533587807150613	stranded
uncharacterized cell	BS_1G3WYEN3	0.875756770693038	stranded
B cell	BS_1HFK0SXV	0.007775996338753866	stranded
Macrophage M1	BS_1HFK0SXV	0.0018257951306545094	stranded
Macrophage M2	BS_1HFK0SXV	0.013773779666053238	stranded
Monocyte	BS_1HFK0SXV	0	stranded
Neutrophil	BS_1HFK0SXV	0.009032750816166583	stranded
NK cell	BS_1HFK0SXV	0.007109672748101711	stranded
T cell CD4+ (non-regulatory)	BS_1HFK0SXV	0	stranded
T cell CD8+	BS_1HFK0SXV	0	stranded
T cell regulatory (Tregs)	BS_1HFK0SXV	0.0038436406087820276	stranded
Myeloid dendritic cell	BS_1HFK0SXV	0.017704063705629856	stranded
uncharacterized cell	BS_1HFK0SXV	0.9389343009858583	stranded
B cell	BS_1HQ76V6D	0.007345670309436314	stranded
Macrophage M1	BS_1HQ76V6D	0	stranded
Macrophage M2	BS_1HQ76V6D	0	stranded
Monocyte	BS_1HQ76V6D	0.004622625878814712	stranded
Neutrophil	BS_1HQ76V6D	0	stranded
NK cell	BS_1HQ76V6D	0.018802062131568726	stranded
T cell CD4+ (non-regulatory)	BS_1HQ76V6D	0.01731858127952869	stranded
T cell CD8+	BS_1HQ76V6D	0	stranded
T cell regulatory (Tregs)	BS_1HQ76V6D	0.004418546016113779	stranded
Myeloid dendritic cell	BS_1HQ76V6D	0.021907661191718844	stranded
uncharacterized cell	BS_1HQ76V6D	0.925584853192819	stranded
B cell	BS_1J2WQ08M	0.004343980233190372	stranded
Macrophage M1	BS_1J2WQ08M	0.015084963231551157	stranded
Macrophage M2	BS_1J2WQ08M	0.011912493550297797	stranded
Monocyte	BS_1J2WQ08M	0	stranded
Neutrophil	BS_1J2WQ08M	0.0020453244866201407	stranded
NK cell	BS_1J2WQ08M	0.008997830888566188	stranded
T cell CD4+ (non-regulatory)	BS_1J2WQ08M	0	stranded
T cell CD8+	BS_1J2WQ08M	0	stranded
T cell regulatory (Tregs)	BS_1J2WQ08M	0.003094589559611592	stranded
Myeloid dendritic cell	BS_1J2WQ08M	0.008180473315100386	stranded
uncharacterized cell	BS_1J2WQ08M	0.9463403447350623	stranded
B cell	BS_1JDG6JV5	0.005856716612299555	stranded
Macrophage M1	BS_1JDG6JV5	0.04582188155825068	stranded
Macrophage M2	BS_1JDG6JV5	0.005824422604193042	stranded
Monocyte	BS_1JDG6JV5	0	stranded
Neutrophil	BS_1JDG6JV5	0	stranded
NK cell	BS_1JDG6JV5	0.008934606356903692	stranded
T cell CD4+ (non-regulatory)	BS_1JDG6JV5	0	stranded
T cell CD8+	BS_1JDG6JV5	0	stranded
T cell regulatory (Tregs)	BS_1JDG6JV5	0.0032295348468729945	stranded
Myeloid dendritic cell	BS_1JDG6JV5	0.026820770767799162	stranded
uncharacterized cell	BS_1JDG6JV5	0.9035120672536808	stranded
B cell	BS_1KYGSMA7	0.007932851011963152	stranded
Macrophage M1	BS_1KYGSMA7	0.004104310233825258	stranded
Macrophage M2	BS_1KYGSMA7	0.006818063579945758	stranded
Monocyte	BS_1KYGSMA7	0.007809410214177154	stranded
Neutrophil	BS_1KYGSMA7	0	stranded
NK cell	BS_1KYGSMA7	0.011709810754675202	stranded
T cell CD4+ (non-regulatory)	BS_1KYGSMA7	0	stranded
T cell CD8+	BS_1KYGSMA7	0.0013063985802908122	stranded
T cell regulatory (Tregs)	BS_1KYGSMA7	0.003093499108658058	stranded
Myeloid dendritic cell	BS_1KYGSMA7	0.0251914314840104	stranded
uncharacterized cell	BS_1KYGSMA7	0.9320342250324543	stranded
B cell	BS_1N9XZXGE	0.0027930848681557	stranded
Macrophage M1	BS_1N9XZXGE	0	stranded
Macrophage M2	BS_1N9XZXGE	0.006929697818007785	stranded
Monocyte	BS_1N9XZXGE	0	stranded
Neutrophil	BS_1N9XZXGE	0	stranded
NK cell	BS_1N9XZXGE	0.004740004485965423	stranded
T cell CD4+ (non-regulatory)	BS_1N9XZXGE	0.007872668237628524	stranded
T cell CD8+	BS_1N9XZXGE	0	stranded
T cell regulatory (Tregs)	BS_1N9XZXGE	8.751007717692299e-4	stranded
Myeloid dendritic cell	BS_1N9XZXGE	0.018540660603079195	stranded
uncharacterized cell	BS_1N9XZXGE	0.9582487832153942	stranded
B cell	BS_273HKCT4	0.01654134495855615	stranded
Macrophage M1	BS_273HKCT4	0	stranded
Macrophage M2	BS_273HKCT4	0	stranded
Monocyte	BS_273HKCT4	0.01549835004287709	stranded
Neutrophil	BS_273HKCT4	0	stranded
NK cell	BS_273HKCT4	0.02160006907016115	stranded
T cell CD4+ (non-regulatory)	BS_273HKCT4	0	stranded
T cell CD8+	BS_273HKCT4	0	stranded
T cell regulatory (Tregs)	BS_273HKCT4	0.003129666895702394	stranded
Myeloid dendritic cell	BS_273HKCT4	0.022830581997251485	stranded
uncharacterized cell	BS_273HKCT4	0.9203999870354518	stranded
B cell	BS_1QNTEZPS	0.0021043994129766866	stranded
Macrophage M1	BS_1QNTEZPS	0.0021167697286530174	stranded
Macrophage M2	BS_1QNTEZPS	0.010536807211279918	stranded
Monocyte	BS_1QNTEZPS	6.436159525560747e-4	stranded
Neutrophil	BS_1QNTEZPS	0.0027156526843855307	stranded
NK cell	BS_1QNTEZPS	0.0032616462219025076	stranded
T cell CD4+ (non-regulatory)	BS_1QNTEZPS	0.008566818158877342	stranded
T cell CD8+	BS_1QNTEZPS	0	stranded
T cell regulatory (Tregs)	BS_1QNTEZPS	0.00184572246314096	stranded
Myeloid dendritic cell	BS_1QNTEZPS	0.00345638660412213	stranded
uncharacterized cell	BS_1QNTEZPS	0.9647521815621058	stranded
B cell	BS_3T6X4BPC	0.00979268094106444	stranded
Macrophage M1	BS_3T6X4BPC	0	stranded
Macrophage M2	BS_3T6X4BPC	0	stranded
Monocyte	BS_3T6X4BPC	0.02185795614523625	stranded
Neutrophil	BS_3T6X4BPC	0	stranded
NK cell	BS_3T6X4BPC	0.01685159817934924	stranded
T cell CD4+ (non-regulatory)	BS_3T6X4BPC	0	stranded
T cell CD8+	BS_3T6X4BPC	0	stranded
T cell regulatory (Tregs)	BS_3T6X4BPC	0	stranded
Myeloid dendritic cell	BS_3T6X4BPC	0.004489078308189725	stranded
uncharacterized cell	BS_3T6X4BPC	0.9470086864261603	stranded
B cell	BS_1RT76ANT	0.005229729297821498	stranded
Macrophage M1	BS_1RT76ANT	0	stranded
Macrophage M2	BS_1RT76ANT	0.006369704893141081	stranded
Monocyte	BS_1RT76ANT	0	stranded
Neutrophil	BS_1RT76ANT	0	stranded
NK cell	BS_1RT76ANT	0.007537521458307078	stranded
T cell CD4+ (non-regulatory)	BS_1RT76ANT	0.004932504291657296	stranded
T cell CD8+	BS_1RT76ANT	0	stranded
T cell regulatory (Tregs)	BS_1RT76ANT	0.0010338634197653417	stranded
Myeloid dendritic cell	BS_1RT76ANT	0.011004766787416628	stranded
uncharacterized cell	BS_1RT76ANT	0.9638919098518911	stranded
B cell	BS_1RXZ3BP7	0.008319925243680316	stranded
Macrophage M1	BS_1RXZ3BP7	0.01260447739798207	stranded
Macrophage M2	BS_1RXZ3BP7	0.02121855238571534	stranded
Monocyte	BS_1RXZ3BP7	0	stranded
Neutrophil	BS_1RXZ3BP7	0	stranded
NK cell	BS_1RXZ3BP7	0.008877887301878296	stranded
T cell CD4+ (non-regulatory)	BS_1RXZ3BP7	0	stranded
T cell CD8+	BS_1RXZ3BP7	0	stranded
T cell regulatory (Tregs)	BS_1RXZ3BP7	0.0012354768448787129	stranded
Myeloid dendritic cell	BS_1RXZ3BP7	0.038301393171990224	stranded
uncharacterized cell	BS_1RXZ3BP7	0.9094422876538751	stranded
B cell	BS_1SVVER1H	0.002733823494029859	stranded
Macrophage M1	BS_1SVVER1H	0	stranded
Macrophage M2	BS_1SVVER1H	1.235803041915035e-4	stranded
Monocyte	BS_1SVVER1H	0.08885303534546932	stranded
Neutrophil	BS_1SVVER1H	0	stranded
NK cell	BS_1SVVER1H	0.021409573450203695	stranded
T cell CD4+ (non-regulatory)	BS_1SVVER1H	0.01625581969746895	stranded
T cell CD8+	BS_1SVVER1H	0	stranded
T cell regulatory (Tregs)	BS_1SVVER1H	0.005052946334368471	stranded
Myeloid dendritic cell	BS_1SVVER1H	0	stranded
uncharacterized cell	BS_1SVVER1H	0.8655712213742682	stranded
B cell	BS_1T19NFJ8	0.007069049167018537	stranded
Macrophage M1	BS_1T19NFJ8	0	stranded
Macrophage M2	BS_1T19NFJ8	0	stranded
Monocyte	BS_1T19NFJ8	0.047015134996819266	stranded
Neutrophil	BS_1T19NFJ8	0	stranded
NK cell	BS_1T19NFJ8	0.019811747112986153	stranded
T cell CD4+ (non-regulatory)	BS_1T19NFJ8	0	stranded
T cell CD8+	BS_1T19NFJ8	0	stranded
T cell regulatory (Tregs)	BS_1T19NFJ8	0	stranded
Myeloid dendritic cell	BS_1T19NFJ8	0.004114160149068348	stranded
uncharacterized cell	BS_1T19NFJ8	0.9219899085741077	stranded
B cell	BS_1TPWFSK6	0.008951657755157742	stranded
Macrophage M1	BS_1TPWFSK6	0.010468320097088963	stranded
Macrophage M2	BS_1TPWFSK6	0.024851167679876458	stranded
Monocyte	BS_1TPWFSK6	0.0062658796514933725	stranded
Neutrophil	BS_1TPWFSK6	0	stranded
NK cell	BS_1TPWFSK6	0.008508851796640272	stranded
T cell CD4+ (non-regulatory)	BS_1TPWFSK6	0	stranded
T cell CD8+	BS_1TPWFSK6	0	stranded
T cell regulatory (Tregs)	BS_1TPWFSK6	0.0013458675102148673	stranded
Myeloid dendritic cell	BS_1TPWFSK6	0.0176896832646338	stranded
uncharacterized cell	BS_1TPWFSK6	0.9219185722448945	stranded
B cell	BS_1XJ73KBQ	0.007580583338642485	stranded
Macrophage M1	BS_1XJ73KBQ	0	stranded
Macrophage M2	BS_1XJ73KBQ	0.00138077482332806	stranded
Monocyte	BS_1XJ73KBQ	0.029561209038869402	stranded
Neutrophil	BS_1XJ73KBQ	0	stranded
NK cell	BS_1XJ73KBQ	0.004245097905464803	stranded
T cell CD4+ (non-regulatory)	BS_1XJ73KBQ	0.01058072853186925	stranded
T cell CD8+	BS_1XJ73KBQ	0	stranded
T cell regulatory (Tregs)	BS_1XJ73KBQ	8.124657890130275e-4	stranded
Myeloid dendritic cell	BS_1XJ73KBQ	0	stranded
uncharacterized cell	BS_1XJ73KBQ	0.9458391405728129	stranded
B cell	BS_1ZVXF5FE	0.0068892131999637425	stranded
Macrophage M1	BS_1ZVXF5FE	0	stranded
Macrophage M2	BS_1ZVXF5FE	0.007300198004105801	stranded
Monocyte	BS_1ZVXF5FE	0.021043239813419348	stranded
Neutrophil	BS_1ZVXF5FE	0	stranded
NK cell	BS_1ZVXF5FE	0.017196544088464695	stranded
T cell CD4+ (non-regulatory)	BS_1ZVXF5FE	0	stranded
T cell CD8+	BS_1ZVXF5FE	0	stranded
T cell regulatory (Tregs)	BS_1ZVXF5FE	0	stranded
Myeloid dendritic cell	BS_1ZVXF5FE	0.02161105271857183	stranded
uncharacterized cell	BS_1ZVXF5FE	0.9259597521754745	stranded
B cell	BS_21RE8W46	0.007767798203217157	stranded
Macrophage M1	BS_21RE8W46	0.001032091292160782	stranded
Macrophage M2	BS_21RE8W46	0.011276752216603977	stranded
Monocyte	BS_21RE8W46	0.009108717771746874	stranded
Neutrophil	BS_21RE8W46	0	stranded
NK cell	BS_21RE8W46	0.01997955189828516	stranded
T cell CD4+ (non-regulatory)	BS_21RE8W46	0	stranded
T cell CD8+	BS_21RE8W46	0	stranded
T cell regulatory (Tregs)	BS_21RE8W46	0	stranded
Myeloid dendritic cell	BS_21RE8W46	0.05450012097414822	stranded
uncharacterized cell	BS_21RE8W46	0.8963349676438378	stranded
B cell	BS_23QW0BBA	0.0077934833563539216	stranded
Macrophage M1	BS_23QW0BBA	6.216045828832998e-4	stranded
Macrophage M2	BS_23QW0BBA	0.003260276125366528	stranded
Monocyte	BS_23QW0BBA	0.007205629879491752	stranded
Neutrophil	BS_23QW0BBA	0	stranded
NK cell	BS_23QW0BBA	0.011316188907312728	stranded
T cell CD4+ (non-regulatory)	BS_23QW0BBA	0.009271288008532762	stranded
T cell CD8+	BS_23QW0BBA	0	stranded
T cell regulatory (Tregs)	BS_23QW0BBA	0.00350117963324023	stranded
Myeloid dendritic cell	BS_23QW0BBA	0.017174331051174874	stranded
uncharacterized cell	BS_23QW0BBA	0.9398560184556439	stranded
B cell	BS_23M72ABG	0.003512119106467178	stranded
Macrophage M1	BS_23M72ABG	0.003476624906268479	stranded
Macrophage M2	BS_23M72ABG	0.008667275313466501	stranded
Monocyte	BS_23M72ABG	0.012074811513912596	stranded
Neutrophil	BS_23M72ABG	0	stranded
NK cell	BS_23M72ABG	0.0026046631125538782	stranded
T cell CD4+ (non-regulatory)	BS_23M72ABG	0.02003921569654589	stranded
T cell CD8+	BS_23M72ABG	0	stranded
T cell regulatory (Tregs)	BS_23M72ABG	0.0022178381276978143	stranded
Myeloid dendritic cell	BS_23M72ABG	0.0016092911677441626	stranded
uncharacterized cell	BS_23M72ABG	0.9457981610553434	stranded
B cell	BS_29X4ZX6Q	0.0044334296376216985	stranded
Macrophage M1	BS_29X4ZX6Q	0	stranded
Macrophage M2	BS_29X4ZX6Q	0	stranded
Monocyte	BS_29X4ZX6Q	0.029285559055551844	stranded
Neutrophil	BS_29X4ZX6Q	0	stranded
NK cell	BS_29X4ZX6Q	0.014445068433632037	stranded
T cell CD4+ (non-regulatory)	BS_29X4ZX6Q	0.004879774231158648	stranded
T cell CD8+	BS_29X4ZX6Q	0	stranded
T cell regulatory (Tregs)	BS_29X4ZX6Q	8.464407638398696e-4	stranded
Myeloid dendritic cell	BS_29X4ZX6Q	0.010193926785371668	stranded
uncharacterized cell	BS_29X4ZX6Q	0.9359158010928242	stranded
B cell	BS_24AHZ9ZW	0.005779136752075712	stranded
Macrophage M1	BS_24AHZ9ZW	0.010008537710981383	stranded
Macrophage M2	BS_24AHZ9ZW	0.016980091362771628	stranded
Monocyte	BS_24AHZ9ZW	0.009234772533851895	stranded
Neutrophil	BS_24AHZ9ZW	0	stranded
NK cell	BS_24AHZ9ZW	0.011845124221278562	stranded
T cell CD4+ (non-regulatory)	BS_24AHZ9ZW	0	stranded
T cell CD8+	BS_24AHZ9ZW	0	stranded
T cell regulatory (Tregs)	BS_24AHZ9ZW	0	stranded
Myeloid dendritic cell	BS_24AHZ9ZW	0.03884089004150234	stranded
uncharacterized cell	BS_24AHZ9ZW	0.9073114473775384	stranded
B cell	BS_258RRGDM	0.007179228151345245	stranded
Macrophage M1	BS_258RRGDM	0	stranded
Macrophage M2	BS_258RRGDM	8.225406641410569e-4	stranded
Monocyte	BS_258RRGDM	0.020077182406733503	stranded
Neutrophil	BS_258RRGDM	0	stranded
NK cell	BS_258RRGDM	0.0242397594109909	stranded
T cell CD4+ (non-regulatory)	BS_258RRGDM	0	stranded
T cell CD8+	BS_258RRGDM	0	stranded
T cell regulatory (Tregs)	BS_258RRGDM	0	stranded
Myeloid dendritic cell	BS_258RRGDM	0.025558619731368245	stranded
uncharacterized cell	BS_258RRGDM	0.922122669635421	stranded
B cell	BS_25T139TX	0.008857944155753132	stranded
Macrophage M1	BS_25T139TX	6.0349982468388444e-5	stranded
Macrophage M2	BS_25T139TX	0.016259457426890007	stranded
Monocyte	BS_25T139TX	0	stranded
Neutrophil	BS_25T139TX	0	stranded
NK cell	BS_25T139TX	0.015359699477085938	stranded
T cell CD4+ (non-regulatory)	BS_25T139TX	0	stranded
T cell CD8+	BS_25T139TX	0	stranded
T cell regulatory (Tregs)	BS_25T139TX	0	stranded
Myeloid dendritic cell	BS_25T139TX	0.10383952825850512	stranded
uncharacterized cell	BS_25T139TX	0.8556230206992974	stranded
B cell	BS_6MY8W3H0	0.01134514752992959	stranded
Macrophage M1	BS_6MY8W3H0	0	stranded
Macrophage M2	BS_6MY8W3H0	0	stranded
Monocyte	BS_6MY8W3H0	0.042850929265074306	stranded
Neutrophil	BS_6MY8W3H0	0	stranded
NK cell	BS_6MY8W3H0	0.024231818797353914	stranded
T cell CD4+ (non-regulatory)	BS_6MY8W3H0	0	stranded
T cell CD8+	BS_6MY8W3H0	0	stranded
T cell regulatory (Tregs)	BS_6MY8W3H0	0.00018202512695202143	stranded
Myeloid dendritic cell	BS_6MY8W3H0	0.005800356410637396	stranded
uncharacterized cell	BS_6MY8W3H0	0.9155897228700528	stranded
B cell	BS_2A162JH9	0.0041636971195810136	stranded
Macrophage M1	BS_2A162JH9	0.0021376481340940143	stranded
Macrophage M2	BS_2A162JH9	0	stranded
Monocyte	BS_2A162JH9	0.01972621753272135	stranded
Neutrophil	BS_2A162JH9	0	stranded
NK cell	BS_2A162JH9	0.007041823265912823	stranded
T cell CD4+ (non-regulatory)	BS_2A162JH9	0	stranded
T cell CD8+	BS_2A162JH9	0	stranded
T cell regulatory (Tregs)	BS_2A162JH9	0.0014153852009993941	stranded
Myeloid dendritic cell	BS_2A162JH9	0	stranded
uncharacterized cell	BS_2A162JH9	0.9655152287466914	stranded
B cell	BS_1NPD7PVG	0.011145452128764055	stranded
Macrophage M1	BS_1NPD7PVG	0.0030778559545116893	stranded
Macrophage M2	BS_1NPD7PVG	0.00468192783577034	stranded
Monocyte	BS_1NPD7PVG	0.014882115405436906	stranded
Neutrophil	BS_1NPD7PVG	0	stranded
NK cell	BS_1NPD7PVG	0.01652407244381372	stranded
T cell CD4+ (non-regulatory)	BS_1NPD7PVG	0	stranded
T cell CD8+	BS_1NPD7PVG	0	stranded
T cell regulatory (Tregs)	BS_1NPD7PVG	1.2047749022237462e-4	stranded
Myeloid dendritic cell	BS_1NPD7PVG	0.03972741556145196	stranded
uncharacterized cell	BS_1NPD7PVG	0.909840683180029	stranded
B cell	BS_28CDASF7	9.740185919612883e-4	stranded
Macrophage M1	BS_28CDASF7	0	stranded
Macrophage M2	BS_28CDASF7	0	stranded
Monocyte	BS_28CDASF7	0.1259616838071014	stranded
Neutrophil	BS_28CDASF7	0	stranded
NK cell	BS_28CDASF7	0.03290500641806209	stranded
T cell CD4+ (non-regulatory)	BS_28CDASF7	0	stranded
T cell CD8+	BS_28CDASF7	0	stranded
T cell regulatory (Tregs)	BS_28CDASF7	0.0038756361928154043	stranded
Myeloid dendritic cell	BS_28CDASF7	0	stranded
uncharacterized cell	BS_28CDASF7	0.8362836549900599	stranded
B cell	BS_29006KEX	0.004782505006431194	stranded
Macrophage M1	BS_29006KEX	0.039136694633407104	stranded
Macrophage M2	BS_29006KEX	0.04759211125843062	stranded
Monocyte	BS_29006KEX	0	stranded
Neutrophil	BS_29006KEX	0.00614619393611134	stranded
NK cell	BS_29006KEX	0.01938242225071864	stranded
T cell CD4+ (non-regulatory)	BS_29006KEX	0	stranded
T cell CD8+	BS_29006KEX	6.029132768059718e-4	stranded
T cell regulatory (Tregs)	BS_29006KEX	0	stranded
Myeloid dendritic cell	BS_29006KEX	0.014440593527104032	stranded
uncharacterized cell	BS_29006KEX	0.8679165661109911	stranded
B cell	BS_29CPJ040	0.004252763662679376	stranded
Macrophage M1	BS_29CPJ040	0.0014885310286230462	stranded
Macrophage M2	BS_29CPJ040	0.014689639260981135	stranded
Monocyte	BS_29CPJ040	0.002286170725629056	stranded
Neutrophil	BS_29CPJ040	0.001652888088783846	stranded
NK cell	BS_29CPJ040	0.006283149100738455	stranded
T cell CD4+ (non-regulatory)	BS_29CPJ040	0	stranded
T cell CD8+	BS_29CPJ040	0	stranded
T cell regulatory (Tregs)	BS_29CPJ040	0.0017520195293592154	stranded
Myeloid dendritic cell	BS_29CPJ040	0.009301150012992334	stranded
uncharacterized cell	BS_29CPJ040	0.9582936885902136	stranded
B cell	BS_2A5R9MEJ	0.007801293039092403	stranded
Macrophage M1	BS_2A5R9MEJ	0	stranded
Macrophage M2	BS_2A5R9MEJ	0	stranded
Monocyte	BS_2A5R9MEJ	0.023305396863292135	stranded
Neutrophil	BS_2A5R9MEJ	0	stranded
NK cell	BS_2A5R9MEJ	0.011795731594607964	stranded
T cell CD4+ (non-regulatory)	BS_2A5R9MEJ	7.844160995227142e-5	stranded
T cell CD8+	BS_2A5R9MEJ	0	stranded
T cell regulatory (Tregs)	BS_2A5R9MEJ	0.0076215508058532205	stranded
Myeloid dendritic cell	BS_2A5R9MEJ	0.003221392816509742	stranded
uncharacterized cell	BS_2A5R9MEJ	0.9461761932706922	stranded
B cell	BS_2EN3X6HB	0.002139824431680251	stranded
Macrophage M1	BS_2EN3X6HB	0	stranded
Macrophage M2	BS_2EN3X6HB	0.013452882149561302	stranded
Monocyte	BS_2EN3X6HB	0	stranded
Neutrophil	BS_2EN3X6HB	0	stranded
NK cell	BS_2EN3X6HB	0.014202646615430305	stranded
T cell CD4+ (non-regulatory)	BS_2EN3X6HB	0	stranded
T cell CD8+	BS_2EN3X6HB	0	stranded
T cell regulatory (Tregs)	BS_2EN3X6HB	7.96166395633162e-4	stranded
Myeloid dendritic cell	BS_2EN3X6HB	0.10835247552057226	stranded
uncharacterized cell	BS_2EN3X6HB	0.8610560048871228	stranded
B cell	BS_2ADZNNV4	0.004615433790740894	stranded
Macrophage M1	BS_2ADZNNV4	0	stranded
Macrophage M2	BS_2ADZNNV4	0.00670400687507833	stranded
Monocyte	BS_2ADZNNV4	0.014131214808508402	stranded
Neutrophil	BS_2ADZNNV4	0	stranded
NK cell	BS_2ADZNNV4	0.013883880575480298	stranded
T cell CD4+ (non-regulatory)	BS_2ADZNNV4	0	stranded
T cell CD8+	BS_2ADZNNV4	0	stranded
T cell regulatory (Tregs)	BS_2ADZNNV4	0	stranded
Myeloid dendritic cell	BS_2ADZNNV4	0.024380114430894224	stranded
uncharacterized cell	BS_2ADZNNV4	0.9362853495192979	stranded
B cell	BS_2EMW8ZG3	0.005498089444482161	stranded
Macrophage M1	BS_2EMW8ZG3	0	stranded
Macrophage M2	BS_2EMW8ZG3	0.0051583641072088455	stranded
Monocyte	BS_2EMW8ZG3	0.007552269524575916	stranded
Neutrophil	BS_2EMW8ZG3	0	stranded
NK cell	BS_2EMW8ZG3	0.03241153369721959	stranded
T cell CD4+ (non-regulatory)	BS_2EMW8ZG3	0	stranded
T cell CD8+	BS_2EMW8ZG3	0	stranded
T cell regulatory (Tregs)	BS_2EMW8ZG3	0	stranded
Myeloid dendritic cell	BS_2EMW8ZG3	0.06651787552417315	stranded
uncharacterized cell	BS_2EMW8ZG3	0.8828618677023403	stranded
B cell	BS_2HN96129	0.0016998097023382356	stranded
Macrophage M1	BS_2HN96129	0	stranded
Macrophage M2	BS_2HN96129	0	stranded
Monocyte	BS_2HN96129	0.1109125660714951	stranded
Neutrophil	BS_2HN96129	0	stranded
NK cell	BS_2HN96129	0.028648890965758702	stranded
T cell CD4+ (non-regulatory)	BS_2HN96129	0.013475406423700721	stranded
T cell CD8+	BS_2HN96129	0	stranded
T cell regulatory (Tregs)	BS_2HN96129	0.004955467976731246	stranded
Myeloid dendritic cell	BS_2HN96129	0	stranded
uncharacterized cell	BS_2HN96129	0.8403078588599759	stranded
B cell	BS_30VC3R2Q	0.010821133337614851	stranded
Macrophage M1	BS_30VC3R2Q	0	stranded
Macrophage M2	BS_30VC3R2Q	0.006610122420441785	stranded
Monocyte	BS_30VC3R2Q	0	stranded
Neutrophil	BS_30VC3R2Q	0	stranded
NK cell	BS_30VC3R2Q	0.01491972237355296	stranded
T cell CD4+ (non-regulatory)	BS_30VC3R2Q	0.012586681467203951	stranded
T cell CD8+	BS_30VC3R2Q	0	stranded
T cell regulatory (Tregs)	BS_30VC3R2Q	0.001473337630497907	stranded
Myeloid dendritic cell	BS_30VC3R2Q	0.0704759468967719	stranded
uncharacterized cell	BS_30VC3R2Q	0.8831130558739166	stranded
B cell	BS_2KJ2YAZR	0.007402238499708522	stranded
Macrophage M1	BS_2KJ2YAZR	0.002766416401938063	stranded
Macrophage M2	BS_2KJ2YAZR	0.014725338353115128	stranded
Monocyte	BS_2KJ2YAZR	0	stranded
Neutrophil	BS_2KJ2YAZR	0	stranded
NK cell	BS_2KJ2YAZR	0.013768509274607394	stranded
T cell CD4+ (non-regulatory)	BS_2KJ2YAZR	0	stranded
T cell CD8+	BS_2KJ2YAZR	0	stranded
T cell regulatory (Tregs)	BS_2KJ2YAZR	0	stranded
Myeloid dendritic cell	BS_2KJ2YAZR	0.06178017860914717	stranded
uncharacterized cell	BS_2KJ2YAZR	0.8995573188614837	stranded
B cell	BS_2R9TCR03	0.00143408120028965	stranded
Macrophage M1	BS_2R9TCR03	8.499903431864977e-4	stranded
Macrophage M2	BS_2R9TCR03	0.012655791067055878	stranded
Monocyte	BS_2R9TCR03	0	stranded
Neutrophil	BS_2R9TCR03	0	stranded
NK cell	BS_2R9TCR03	0.009023889465084312	stranded
T cell CD4+ (non-regulatory)	BS_2R9TCR03	0	stranded
T cell CD8+	BS_2R9TCR03	0	stranded
T cell regulatory (Tregs)	BS_2R9TCR03	0	stranded
Myeloid dendritic cell	BS_2R9TCR03	0.027075434167929856	stranded
uncharacterized cell	BS_2R9TCR03	0.9489608137564538	stranded
B cell	BS_23W9EPFE	0.0024336336565033297	stranded
Macrophage M1	BS_23W9EPFE	0	stranded
Macrophage M2	BS_23W9EPFE	0	stranded
Monocyte	BS_23W9EPFE	0.02928970034291162	stranded
Neutrophil	BS_23W9EPFE	0	stranded
NK cell	BS_23W9EPFE	0.011448372395536633	stranded
T cell CD4+ (non-regulatory)	BS_23W9EPFE	0	stranded
T cell CD8+	BS_23W9EPFE	0	stranded
T cell regulatory (Tregs)	BS_23W9EPFE	4.5189418625222257e-4	stranded
Myeloid dendritic cell	BS_23W9EPFE	0	stranded
uncharacterized cell	BS_23W9EPFE	0.9563763994187963	stranded
B cell	BS_2W3NC4K1	0.005957197957767094	stranded
Macrophage M1	BS_2W3NC4K1	0.004574699388196338	stranded
Macrophage M2	BS_2W3NC4K1	0.011763285044677848	stranded
Monocyte	BS_2W3NC4K1	0.026190687920605932	stranded
Neutrophil	BS_2W3NC4K1	0	stranded
NK cell	BS_2W3NC4K1	0.006629002059586783	stranded
T cell CD4+ (non-regulatory)	BS_2W3NC4K1	0	stranded
T cell CD8+	BS_2W3NC4K1	0.004092763893507349	stranded
T cell regulatory (Tregs)	BS_2W3NC4K1	0.002331246090393004	stranded
Myeloid dendritic cell	BS_2W3NC4K1	0.0056641653714935005	stranded
