Tumor_Sample_Barcode	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total
BS_70FKSKM9	0	0	0	0	26	0	0	0	2	28
BS_74SJ7YV4	2	0	5	0	16	2	0	3	0	28
BS_9X9E86DY	0	0	0	0	28	0	0	0	0	28
BS_AFAHY6HP	7	1	2	2	15	0	0	1	0	28
BS_C5RDMCCS	1	1	1	1	21	0	0	2	1	28
BS_ERAWW3H7	3	1	1	0	20	2	0	0	1	28
BS_GMQZNQH8	1	0	1	0	22	3	0	1	0	28
BS_HZHEF797	1	0	1	0	23	0	0	3	0	28
BS_KSRYKCDE	0	0	1	0	26	1	0	0	0	28
BS_R5G3QP11	1	1	0	1	24	1	0	0	0	28
BS_T5T21G7N	3	0	0	0	19	3	0	3	0	28
BS_TNQKJZCP	0	0	0	1	27	0	0	0	0	28
BS_V3SC6NWH	0	0	4	0	22	0	0	0	2	28
BS_XPZAD9PP	4	0	1	0	22	1	0	0	0	28
BS_YB99Q6TN	1	1	2	0	22	0	0	1	1	28
BS_ZH6PC8KM	0	0	0	0	26	0	0	1	1	28
BS_ZZJF26C4	1	0	5	0	21	0	0	1	0	28
BS_185Q218S	0	0	1	0	24	2	0	0	0	27
BS_328C4BW5	3	2	1	0	18	2	0	1	0	27
BS_74TZJTW0	4	2	2	0	15	2	0	2	0	27
BS_7M7JNG00	0	0	0	0	26	1	0	0	0	27
BS_CGCNC41M	1	1	0	0	23	0	0	2	0	27
BS_E0AAK0V0	0	2	2	0	20	1	0	2	0	27
BS_F969DNHD	0	1	2	0	21	1	0	1	1	27
BS_FG649AWK	0	0	0	0	27	0	0	0	0	27
BS_H8MAKDRB	1	0	0	1	24	0	0	1	0	27
BS_JK5GTHVG	2	1	2	0	21	0	0	0	1	27
BS_MVC1NCZX	3	0	2	0	22	0	0	0	0	27
BS_PVYMDM18	0	0	1	0	23	2	0	1	0	27
BS_VF099E8S	1	0	2	1	21	2	0	0	0	27
BS_W3R2DQ86	0	1	0	0	22	1	0	3	0	27
BS_X6361T19	1	0	3	0	20	2	0	1	0	27
BS_5968GBGT	1	0	2	0	21	0	1	1	0	26
BS_5TT6TT4K	0	0	0	0	25	1	0	0	0	26
BS_5XZP7F4Q	0	0	1	0	20	1	1	2	1	26
BS_6FV7BDE3	0	0	1	0	25	0	0	0	0	26
BS_823V5X6Z	0	0	2	0	24	0	0	0	0	26
BS_8CA214YR	1	0	1	0	19	3	0	1	1	26
BS_9E632VPJ	1	1	1	0	23	0	0	0	0	26
BS_HJ95JNFN	1	0	1	1	21	2	0	0	0	26
BS_KB9GJDCS	2	0	1	0	20	1	0	2	0	26
BS_KYPZRS4S	0	0	0	0	24	0	0	0	2	26
BS_MEPW36WF	0	2	0	0	24	0	0	0	0	26
BS_MW74GF38	3	1	1	0	19	0	0	0	2	26
BS_N0Z6V2YG	2	0	3	0	20	0	0	1	0	26
BS_N9SMBR24	1	2	4	1	18	0	0	0	0	26
BS_NMJPX8VQ	0	0	0	0	25	1	0	0	0	26
BS_P0KQFXNC	2	1	1	0	19	0	0	0	3	26
BS_TQ0J7WJQ	1	0	1	0	22	1	0	1	0	26
BS_VA07453Z	0	0	1	0	20	0	0	1	4	26
BS_XVYRXN8J	1	0	2	1	20	0	0	1	1	26
BS_YEWX69X4	0	0	3	0	22	0	0	1	0	26
BS_YH60H2FS	1	2	0	0	20	1	1	0	1	26
BS_Z5D6G1S6	3	1	1	0	20	1	0	0	0	26
BS_04B8X54S	0	1	1	0	22	0	0	0	1	25
BS_354DTKHE	5	0	2	0	18	0	0	0	0	25
BS_4DQAQFQH	0	1	2	0	22	0	0	0	0	25
BS_4G9Y2VC6	1	0	1	0	19	0	0	1	3	25
BS_4ZKN0WGS	0	0	1	0	24	0	0	0	0	25
BS_6NPSZJ4C	1	0	1	0	22	1	0	0	0	25
BS_85Y70BHE	0	0	0	0	22	0	0	1	2	25
BS_94AP61Q5	0	0	1	1	23	0	0	0	0	25
BS_AJFG2QDD	0	0	2	0	22	0	0	0	1	25
BS_AM2TZPNS	12	1	3	1	6	0	0	2	0	25
BS_BWZTMWTM	0	2	1	0	22	0	0	0	0	25
BS_CRKBDAYZ	0	0	1	0	19	1	0	1	3	25
BS_D59VEERR	2	0	2	0	17	2	0	1	1	25
BS_E8MC6R2K	3	1	2	0	18	0	0	1	0	25
BS_GTAJFTTR	2	1	1	0	18	1	0	2	0	25
BS_H1K33JVK	1	2	0	0	21	0	0	1	0	25
BS_J4E9SW51	1	1	1	0	22	0	0	0	0	25
BS_JR56RQDC	2	0	1	0	19	3	0	0	0	25
BS_KRYYDC2X	1	1	3	0	19	0	0	1	0	25
BS_MJ8EGM54	0	1	2	0	20	0	0	0	2	25
BS_NNFDFAFM	1	0	1	0	23	0	0	0	0	25
BS_QBZDQX7A	0	0	2	0	21	0	0	2	0	25
BS_TYFD8ZMG	0	5	4	0	16	0	0	0	0	25
BS_W74D279Q	2	0	0	1	19	1	0	2	0	25
BS_WB8P21ED	0	0	0	0	23	0	0	2	0	25
BS_WYTDVC0Y	0	0	0	0	24	1	0	0	0	25
BS_1B4Q7CNG	1	0	0	0	18	0	0	1	4	24
BS_2VSN5YC5	2	1	3	0	18	0	0	0	0	24
BS_4P25NNZD	3	0	1	0	20	0	0	0	0	24
BS_6XHDR1WS	1	1	3	0	18	0	0	1	0	24
BS_A4KYP5H0	0	1	0	0	20	2	0	1	0	24
BS_AGAW7M7W	1	0	0	0	19	1	0	3	0	24
BS_D3XVXF05	1	0	1	1	18	1	0	0	2	24
BS_G2016BE5	0	0	2	0	20	0	0	2	0	24
BS_H1MNXNHB	2	1	1	0	18	0	1	1	0	24
BS_JC8YV5V9	4	0	1	0	19	0	0	0	0	24
BS_JRFVST47	0	0	2	0	21	1	0	0	0	24
BS_KFRBXXV7	1	1	2	0	18	1	0	1	0	24
BS_SYWRCE3Z	1	0	1	0	16	2	0	1	3	24
BS_VK46N40F	0	0	0	0	23	1	0	0	0	24
BS_WJF6ZXWN	0	0	1	0	23	0	0	0	0	24
BS_WXKCR17Q	0	1	2	1	19	0	0	1	0	24
BS_Y3ETG5AE	2	0	1	0	18	1	0	2	0	24
BS_0Q8G4N8H	2	3	0	1	17	0	0	0	0	23
BS_0SFXXBQ5	2	0	0	0	21	0	0	0	0	23
BS_49JD1V3S	2	0	1	1	17	0	0	0	2	23
BS_5R0HHQ1Y	1	0	0	0	20	1	0	1	0	23
BS_7PF3C1P7	2	0	0	0	19	0	0	2	0	23
BS_8H2XX24V	2	0	3	0	17	1	0	0	0	23
BS_9R82A3VT	2	0	1	0	20	0	0	0	0	23
BS_ARE4EM81	5	1	1	0	14	0	1	1	0	23
BS_BQWMQM2Y	0	0	1	0	20	1	0	1	0	23
BS_CQ8C6X4X	0	0	1	0	19	0	0	2	1	23
BS_F48RA7QF	1	0	0	0	20	0	0	0	2	23
BS_FNF1TCSW	0	0	3	0	20	0	0	0	0	23
BS_GFS9JEE6	3	0	0	0	19	0	0	0	1	23
BS_HC4T1EEP	2	0	0	0	18	2	0	1	0	23
BS_J52D4XQY	0	0	0	0	20	0	0	2	1	23
BS_JDS0SYST	1	0	0	0	17	3	0	2	0	23
BS_MS87PMR7	2	0	1	0	19	0	1	0	0	23
BS_RG6JK7ZN	0	1	1	0	17	3	0	1	0	23
BS_WQ19Z6MD	2	0	1	0	18	0	0	2	0	23
BS_YYAPSA5P	1	0	1	0	20	0	0	1	0	23
BS_042DVDQM	1	1	2	0	15	1	0	2	0	22
BS_245CTSH9	0	0	5	0	16	0	0	0	1	22
BS_2F70R10Z	1	0	1	0	17	1	0	2	0	22
BS_2SG8JNMB	3	0	2	0	15	2	0	0	0	22
BS_42A66SH4	1	0	2	0	17	0	0	2	0	22
BS_50XV7CTQ	0	0	1	0	20	1	0	0	0	22
BS_5B6XZ7YP	0	0	2	1	15	4	0	0	0	22
BS_9YPJANGX	2	2	0	1	14	2	0	1	0	22
BS_AQQY8HMR	1	0	0	0	21	0	0	0	0	22
BS_C6GBYR17	1	0	1	1	18	1	0	0	0	22
BS_E5H6CFYT	0	2	0	0	20	0	0	0	0	22
BS_F9ZTZ4YS	1	1	3	0	17	0	0	0	0	22
BS_FHE6Z73G	0	0	1	0	21	0	0	0	0	22
BS_H83DTMT2	0	0	0	0	21	0	0	1	0	22
BS_HZNKSQ17	1	0	0	0	20	0	0	1	0	22
BS_K3Y06EKR	1	0	0	1	18	1	0	0	1	22
BS_KJTW1RBN	0	1	2	1	17	1	0	0	0	22
BS_N4B3WB8W	0	0	1	0	19	2	0	0	0	22
BS_Q5XKTB1V	1	1	0	0	18	1	0	1	0	22
BS_SSYNTXDC	1	1	1	0	17	1	0	1	0	22
BS_VQC2PE2B	1	1	1	0	18	0	0	1	0	22
BS_VVD8TJNE	2	0	0	0	20	0	0	0	0	22
BS_WJ7GMQTF	0	0	2	1	16	0	0	2	1	22
BS_XW26N96W	1	1	3	0	16	0	1	0	0	22
BS_007JTNB8	1	0	1	0	15	1	0	1	2	21
BS_12ZB7R6A	0	0	2	0	19	0	0	0	0	21
BS_1RTE2KEX	2	0	0	0	15	3	0	1	0	21
BS_2VB8649B	0	0	2	0	18	0	0	1	0	21
BS_402W79TS	0	1	3	0	16	0	0	1	0	21
BS_5KFAEMQJ	2	0	1	0	17	0	0	1	0	21
BS_5Y2Q63Y4	0	0	0	0	21	0	0	0	0	21
BS_8YQGSMDK	0	0	4	0	16	1	0	0	0	21
BS_CGXTFM67	1	0	2	0	17	1	0	0	0	21
BS_E7HEQZ1K	1	0	0	0	20	0	0	0	0	21
BS_FNM4BB83	1	1	0	0	16	1	0	2	0	21
BS_G16NM5WJ	0	0	1	0	20	0	0	0	0	21
BS_GXACEYKB	0	1	0	0	19	1	0	0	0	21
BS_JHGFJR3D	1	0	2	0	17	1	0	0	0	21
BS_KPWRDRFP	0	0	0	0	19	1	0	1	0	21
BS_Q807ENGY	1	0	2	1	16	0	0	1	0	21
BS_QRH793AV	1	1	1	0	18	0	0	0	0	21
BS_WMEYJGDC	0	1	0	0	17	2	0	1	0	21
BS_0J5GC803	0	0	4	0	15	0	0	1	0	20
BS_0YVR8Q4E	0	0	1	0	19	0	0	0	0	20
BS_2RJN5Z4W	1	0	0	0	18	0	0	1	0	20
BS_39Q80NT3	0	2	1	0	15	2	0	0	0	20
BS_3P96RT4E	3	0	1	0	14	1	0	1	0	20
BS_4DY83R02	0	0	4	0	16	0	0	0	0	20
BS_52ETE050	0	5	2	0	12	1	0	0	0	20
BS_5V2FBYQG	1	0	0	0	16	0	1	1	1	20
BS_7F07M7JG	0	1	0	0	18	0	0	1	0	20
BS_8D52JK1Q	1	1	0	0	16	1	0	1	0	20
BS_9DM8H1RX	0	0	2	0	17	0	1	0	0	20
BS_A6YJ3WG2	0	2	2	0	14	2	0	0	0	20
BS_DAEM3WRX	1	0	1	0	14	1	0	2	1	20
BS_FK3B5SDH	1	0	1	0	18	0	0	0	0	20
BS_FYJMNRGK	1	1	0	0	18	0	0	0	0	20
BS_HNE6BPMH	1	0	0	0	14	2	0	3	0	20
BS_HSYF7G2D	1	0	0	0	17	1	0	1	0	20
BS_JDMM2XG4	2	0	1	0	15	1	0	1	0	20
BS_M18CDDGK	0	1	1	0	16	0	1	1	0	20
BS_P3P96WCD	0	1	1	0	16	1	0	1	0	20
BS_P7VR731D	5	1	1	0	13	0	0	0	0	20
BS_PDRNE606	1	0	1	0	15	1	0	2	0	20
BS_Q0XBZP88	0	0	1	0	17	0	0	2	0	20
BS_R8ZKDFWH	1	0	0	0	14	2	0	3	0	20
BS_T99M7842	1	0	2	0	16	0	0	1	0	20
BS_TZPJHKQR	2	0	0	2	14	2	0	0	0	20
BS_WCNPE0AC	2	0	1	0	17	0	0	0	0	20
BS_XHAQXDR0	0	2	1	0	16	0	0	1	0	20
BS_Y0DGBKTY	3	3	1	2	10	1	0	0	0	20
BS_Z7R92XX6	0	1	0	1	17	1	0	0	0	20
BS_02W5H7K5	0	0	1	0	17	1	0	0	0	19
BS_06GEF6DB	2	0	1	0	16	0	0	0	0	19
BS_154FP4ZQ	0	0	3	0	14	1	0	1	0	19
BS_3A0CJMRH	1	1	1	0	14	0	0	2	0	19
BS_3VKW5988	0	1	1	0	15	0	0	2	0	19
BS_6B62YT97	2	0	3	0	13	1	0	0	0	19
BS_74A1TB03	2	0	2	0	10	3	0	2	0	19
BS_7M5272WN	0	0	1	0	16	0	0	1	1	19
BS_8SETK1J4	0	0	2	0	17	0	0	0	0	19
BS_AF5D41PD	0	1	0	0	17	1	0	0	0	19
BS_B9QP40ER	2	0	1	1	9	3	0	3	0	19
BS_BMHYK93N	3	0	0	0	13	2	0	1	0	19
BS_DW1CYEXP	0	0	2	0	14	1	0	2	0	19
BS_EE73VE7V	0	1	0	0	16	1	1	0	0	19
BS_ETTZM63Y	1	0	1	0	17	0	0	0	0	19
BS_JE1DF581	3	1	1	0	11	3	0	0	0	19
BS_KH0NFCWF	0	0	3	0	14	1	0	0	1	19
BS_MRX1SPFB	1	1	1	0	14	0	0	2	0	19
BS_NTXHP7QR	0	1	0	0	16	0	0	0	2	19
BS_NZRJE7QA	3	1	0	0	13	0	0	2	0	19
BS_QMY84KF4	2	0	3	0	14	0	0	0	0	19
BS_RHEBGZF8	1	0	1	0	16	0	0	1	0	19
BS_SNC5WMVN	0	0	2	0	14	0	1	2	0	19
BS_WJB33V17	0	1	0	1	17	0	0	0	0	19
BS_Z1BBZ01F	2	0	0	0	15	0	0	2	0	19
BS_ZHJFX6C9	1	0	1	0	16	1	0	0	0	19
BS_01Y5F4PN	2	0	1	1	13	0	0	1	0	18
BS_2AWCKNB3	2	0	0	0	14	0	0	2	0	18
BS_2Z9JQDPV	2	1	0	0	15	0	0	0	0	18
BS_3Z40EZHD	0	0	0	0	17	1	0	0	0	18
BS_5RD8KEED	3	0	1	0	12	1	0	1	0	18
BS_6TMPZKSZ	0	1	0	0	16	1	0	0	0	18
BS_895FJ34T	0	0	1	0	15	1	0	0	1	18
BS_9G7ETYHR	1	0	1	0	12	3	0	1	0	18
BS_9KDA3HG6	3	0	4	0	11	0	0	0	0	18
BS_B6K0N6HS	1	0	3	0	14	0	0	0	0	18
BS_E5B2YZJH	1	0	1	0	15	1	0	0	0	18
BS_E9M7TDB6	0	0	2	0	15	1	0	0	0	18
BS_EHBH0NYX	0	1	0	1	14	1	0	1	0	18
BS_ERMGD2N5	1	0	1	0	16	0	0	0	0	18
BS_H50HR85Y	2	0	1	0	13	1	0	0	1	18
BS_KH3859M5	0	0	0	0	16	1	0	1	0	18
BS_T7WMJ08W	0	0	0	0	17	0	0	1	0	18
BS_W50WEJE7	3	0	3	0	11	1	0	0	0	18
BS_X1R0N8QS	1	2	1	0	12	2	0	0	0	18
BS_XBE002WV	4	0	1	0	11	0	0	2	0	18
BS_XH5JP8DB	1	0	2	1	13	0	0	1	0	18
BS_XM302FF4	2	0	2	1	12	0	0	1	0	18
BS_YZ0P5E8H	2	1	1	0	13	0	0	1	0	18
BS_090GV72Q	2	0	2	0	11	1	0	1	0	17
BS_0RF0G9SQ	1	1	1	0	13	1	0	0	0	17
BS_2W200YK5	3	1	0	0	12	1	0	0	0	17
BS_6GV08HTE	0	0	1	0	14	0	0	2	0	17
BS_7Y5E5KQW	1	0	0	0	14	1	0	0	1	17
BS_84AQCZE4	0	1	2	0	13	0	0	1	0	17
BS_8B1YF57H	0	1	0	0	14	0	0	2	0	17
BS_8BM1WTGR	1	0	0	0	16	0	0	0	0	17
BS_9BF58P80	1	0	1	0	12	2	0	0	1	17
BS_9D39MFHT	0	0	0	0	14	1	0	2	0	17
BS_AEEKJ1QK	2	0	1	1	12	1	0	0	0	17
BS_AVS4DSZW	2	1	0	0	13	0	0	1	0	17
BS_B4P1NP87	2	0	1	1	13	0	0	0	0	17
BS_CFEWVDG1	0	0	0	0	17	0	0	0	0	17
BS_FBP5NZNR	1	0	0	0	15	0	0	0	1	17
BS_J037K4BM	1	0	1	0	12	1	0	2	0	17
BS_KBPBCWA0	0	0	1	0	12	2	0	2	0	17
BS_PMSZKZP7	0	0	1	0	13	3	0	0	0	17
BS_QM1Z8R38	1	1	1	0	14	0	0	0	0	17
BS_QWS88QXE	0	0	2	0	14	0	1	0	0	17
BS_R1ZBTEAG	0	0	2	0	15	0	0	0	0	17
BS_WEGGXVYA	4	1	0	0	12	0	0	0	0	17
BS_Y2C78JC4	0	0	0	0	17	0	0	0	0	17
BS_Z9NCH2XA	0	0	0	0	17	0	0	0	0	17
BS_1GK2EMFY	0	0	1	0	13	0	0	0	2	16
BS_1VMBA3BN	2	0	0	1	11	0	0	2	0	16
BS_1YTHM07J	0	0	0	0	15	0	0	1	0	16
BS_41TD9XET	0	0	1	0	14	1	0	0	0	16
BS_8226HD4X	2	0	3	1	10	0	0	0	0	16
BS_886M7JMG	0	0	0	0	15	0	0	1	0	16
BS_8S2CZBA6	1	0	0	0	13	1	0	0	1	16
BS_93B38HPS	2	0	0	0	14	0	0	0	0	16
BS_9M49SGAQ	1	1	0	0	14	0	0	0	0	16
BS_A9S5HT6P	0	0	1	0	12	0	0	2	1	16
BS_ASXY97FK	2	2	0	0	11	0	0	1	0	16
BS_B3RH9V17	1	0	1	0	12	0	0	2	0	16
BS_F064HMTP	3	0	2	0	10	1	0	0	0	16
BS_F5641KTR	3	0	3	0	10	0	0	0	0	16
BS_GBT44HST	0	0	0	0	13	1	0	2	0	16
BS_GS9JCK55	0	0	0	0	15	1	0	0	0	16
BS_HM5N78GV	2	1	2	0	11	0	0	0	0	16
BS_KYG3H6C6	0	0	0	1	14	0	0	1	0	16
BS_M659G06J	0	0	0	0	14	1	0	1	0	16
BS_MHT5C2AP	0	0	1	0	15	0	0	0	0	16
BS_P36C0ABE	1	0	0	0	13	0	0	1	1	16
BS_PEDGRK8S	0	2	0	0	11	1	0	2	0	16
BS_QDGHHS4S	0	0	0	0	14	1	0	1	0	16
BS_RQ5Z7KNW	1	3	3	0	9	0	0	0	0	16
BS_T1SNKF50	1	0	1	0	14	0	0	0	0	16
BS_XCNGQ25H	0	1	1	0	12	2	0	0	0	16
BS_XEVMEYFS	2	1	2	0	10	0	0	1	0	16
BS_Z4Q8RH5M	4	1	0	0	11	0	0	0	0	16
BS_ZJSMC22A	1	0	0	0	13	0	1	1	0	16
BS_5WK2KXYW	0	0	2	0	12	1	0	0	0	15
BS_6Z4WHYDG	1	1	0	0	12	0	0	1	0	15
BS_7BNQBB26	1	0	0	0	13	0	0	0	1	15
BS_83MSWR59	0	0	2	1	11	0	0	1	0	15
BS_8BS10XE2	1	0	0	0	13	0	0	1	0	15
BS_AGD2ATY1	0	0	2	0	12	1	0	0	0	15
BS_B558FJXC	0	0	0	0	13	0	0	1	1	15
BS_CXN0498B	0	0	2	0	13	0	0	0	0	15
BS_E42SSQGJ	2	0	1	1	11	0	0	0	0	15
BS_E9ATGWME	1	0	0	0	13	1	0	0	0	15
BS_F5V8CWXT	2	0	2	0	11	0	0	0	0	15
BS_H8E4K1DT	0	1	0	0	13	0	0	0	1	15
BS_MDVMT75X	1	2	0	0	12	0	0	0	0	15
BS_MSB1RDAJ	0	0	0	0	12	3	0	0	0	15
BS_MT5ZSRG4	0	0	1	1	13	0	0	0	0	15
BS_MW63FCZC	0	0	1	0	14	0	0	0	0	15
BS_NASADC3P	1	0	0	0	13	1	0	0	0	15
BS_P7CY04E7	0	0	1	1	11	1	0	1	0	15
BS_PFXDWV9R	0	0	1	0	14	0	0	0	0	15
BS_PV130A29	1	0	0	0	12	1	0	1	0	15
BS_Q3ANJDVG	0	0	0	0	14	1	0	0	0	15
BS_Q50P97Y0	1	0	0	0	14	0	0	0	0	15
BS_QMG7XNEW	2	0	3	0	9	0	0	1	0	15
BS_R94EDP5H	3	0	3	0	9	0	0	0	0	15
BS_R9V82BC1	2	0	0	1	11	0	0	1	0	15
BS_RR3DKGKY	0	0	1	0	11	2	0	1	0	15
BS_S7S6YEHA	5	0	0	1	8	1	0	0	0	15
BS_SCQNN2A2	3	0	0	0	11	1	0	0	0	15
BS_T54TAE3R	1	0	0	0	13	0	0	1	0	15
BS_T9T3R2J0	0	1	0	0	13	1	0	0	0	15
BS_VXDGXQKZ	1	0	0	0	11	0	1	1	1	15
BS_W5P7SPDH	0	0	1	0	11	0	0	2	1	15
BS_Y3472DYJ	2	0	0	0	11	1	0	1	0	15
BS_YGQS4660	0	0	0	0	12	1	0	2	0	15
BS_2HNHCSNB	1	0	1	0	12	0	0	0	0	14
BS_3108RS7G	0	1	1	0	11	0	0	1	0	14
BS_4PAE19ZC	0	0	0	0	13	0	0	1	0	14
BS_5S8VXASX	0	0	0	0	11	0	0	2	1	14
BS_6ZP2KRPW	1	0	2	0	9	1	0	1	0	14
BS_ACE6QKVF	0	0	0	0	12	1	0	1	0	14
BS_AHT9PKVE	1	2	0	0	11	0	0	0	0	14
BS_BBCM52QE	1	0	1	0	11	0	0	1	0	14
BS_BBHFKBE7	0	0	0	0	11	2	0	1	0	14
BS_BS5X4H0Y	1	0	0	0	12	0	0	1	0	14
BS_C0YDDQKB	1	1	0	0	11	1	0	0	0	14
BS_CXDKK6KS	0	0	1	0	13	0	0	0	0	14
BS_DJEVCH34	1	1	1	0	11	0	0	0	0	14
BS_FQ2ZBMPA	0	0	1	0	12	0	0	1	0	14
BS_GDPZN3SD	1	2	2	0	7	2	0	0	0	14
BS_GRS3T427	0	1	0	0	10	1	0	1	1	14
BS_GWPJKM7G	0	0	0	0	14	0	0	0	0	14
BS_JBHQ6G3J	0	0	1	0	13	0	0	0	0	14
BS_JQNF0FQP	0	0	0	0	14	0	0	0	0	14
BS_M2MSWKBC	0	0	3	0	8	1	0	2	0	14
BS_MGBEMNYR	0	0	0	0	11	1	0	2	0	14
BS_NB509KST	0	0	1	0	12	1	0	0	0	14
BS_NJFK43N3	1	0	2	0	11	0	0	0	0	14
BS_P3KD5EQG	1	0	0	0	12	0	0	1	0	14
BS_Q6GVRAWK	1	0	0	0	13	0	0	0	0	14
BS_QD22MJJ5	0	0	0	0	13	1	0	0	0	14
BS_RH9PMH3G	1	2	1	0	9	0	0	1	0	14
BS_SE82EQF8	1	0	1	0	10	1	0	1	0	14
BS_T5HPW4Z0	0	0	0	0	13	1	0	0	0	14
BS_T97EP8H0	3	0	2	0	8	0	0	1	0	14
BS_VMZMGB7B	2	1	0	0	10	0	0	1	0	14
BS_VW96PFKQ	1	0	1	0	11	0	0	1	0	14
BS_XKE77TR4	0	1	0	0	10	1	0	1	1	14
BS_0DKPGQWD	0	0	1	0	10	0	0	2	0	13
BS_17FVWMNV	0	0	0	0	12	0	0	1	0	13
BS_20X874J5	1	0	0	0	8	2	1	1	0	13
BS_2CQ6K2JW	0	0	0	0	12	0	0	1	0	13
BS_2KMB51YF	1	1	4	0	7	0	0	0	0	13
BS_4Z6F1HJZ	1	1	0	0	10	0	1	0	0	13
BS_5BNV7MCF	0	0	0	0	13	0	0	0	0	13
BS_62XRDTM6	1	0	0	0	10	0	0	2	0	13
BS_6VTQ3W4M	1	2	2	0	6	2	0	0	0	13
BS_9W6FK6X4	1	0	0	0	11	0	0	1	0	13
BS_CFPWSZB5	2	0	0	0	8	1	1	1	0	13
BS_CPZZR2R7	1	0	2	0	10	0	0	0	0	13
BS_D3ZV6MMY	0	0	0	0	11	1	0	1	0	13
BS_F7KYPE79	1	0	1	0	10	1	0	0	0	13
BS_FBJ516WW	0	0	1	0	11	1	0	0	0	13
BS_FWCKP4X1	0	0	0	0	13	0	0	0	0	13
BS_HZV4WDTB	0	0	3	0	10	0	0	0	0	13
BS_JC2187NA	1	1	1	1	7	2	0	0	0	13
BS_JX1PK0VW	1	1	0	0	10	0	1	0	0	13
BS_K14VJ1E3	0	2	0	0	9	1	0	1	0	13
BS_KAZENYZE	0	0	2	0	11	0	0	0	0	13
BS_MAVSJH2Y	1	0	0	2	10	0	0	0	0	13
BS_MGY2V5N4	1	0	1	0	11	0	0	0	0	13
BS_R1RMKH1B	1	0	0	0	9	0	0	2	1	13
BS_RGSJMSRE	0	0	2	2	9	0	0	0	0	13
BS_SFZ3A07S	1	0	2	0	10	0	0	0	0	13
BS_TPX7YY57	0	0	1	0	10	0	1	0	1	13
BS_V8G6BZRR	1	1	0	0	11	0	0	0	0	13
BS_VDSR4X6N	0	0	2	0	9	2	0	0	0	13
BS_XCFNEZ8E	1	0	0	0	10	0	0	2	0	13
BS_XJZQA3AP	0	0	0	0	13	0	0	0	0	13
BS_XKXDH0YJ	1	0	0	0	9	0	0	3	0	13
BS_XMNBSBGN	0	0	2	0	10	1	0	0	0	13
BS_0EN5R1AP	0	0	0	0	11	1	0	0	0	12
BS_30W38X77	0	0	1	0	11	0	0	0	0	12
BS_40SJZGT2	1	0	0	0	11	0	0	0	0	12
BS_59FR1NC2	0	0	1	0	10	0	0	1	0	12
BS_5D24XV4T	2	1	0	0	7	1	0	1	0	12
BS_AR2BH0Z4	0	0	1	0	9	0	0	2	0	12
BS_BNFCXVYZ	0	0	2	0	10	0	0	0	0	12
BS_BSM3ZHW4	2	0	2	0	8	0	0	0	0	12
BS_CHAFNK64	0	0	1	0	11	0	0	0	0	12
BS_D09VWF8H	0	0	2	0	10	0	0	0	0	12
BS_HGP0PV0D	1	1	0	0	10	0	0	0	0	12
BS_KSHETTQC	1	1	0	0	9	0	0	1	0	12
BS_KVYCH9PB	0	0	1	0	10	0	0	1	0	12
BS_P3EVK3C2	1	0	2	0	9	0	0	0	0	12
BS_PP4WJBNR	2	0	1	0	8	0	0	0	1	12
BS_SDT1J3A7	0	0	0	0	10	0	0	2	0	12
BS_XDY9BYRK	1	0	1	0	8	0	0	2	0	12
BS_Y9GHDZKS	0	0	0	0	11	0	0	0	1	12
BS_Z34PQDYT	0	0	0	0	12	0	0	0	0	12
BS_2VHFP7M8	1	0	0	0	5	2	0	3	0	11
BS_32VQRFDS	0	0	0	0	11	0	0	0	0	11
BS_3R0KN6Z4	0	0	3	0	8	0	0	0	0	11
BS_3ZASRA3A	0	0	0	0	11	0	0	0	0	11
BS_5V2XCW17	1	0	0	0	8	1	0	1	0	11
BS_859AV1DB	2	0	1	0	8	0	0	0	0	11
BS_8WJR4AA3	1	0	1	0	8	1	0	0	0	11
BS_93BV8AY9	0	0	1	0	8	1	0	0	1	11
BS_A3EV6FXK	0	0	1	0	8	1	0	1	0	11
BS_AGGH3QGS	0	0	0	0	8	1	0	2	0	11
BS_B6KCJF2B	1	0	2	0	7	0	0	1	0	11
BS_CXCKHP3Z	0	0	1	0	10	0	0	0	0	11
BS_HQFNQHVW	1	0	1	0	9	0	0	0	0	11
BS_HW4J7JM8	0	0	1	0	7	1	0	1	1	11
BS_JSMAT49K	1	0	0	0	6	1	0	3	0	11
BS_K6A9Z04J	2	1	0	0	6	0	0	2	0	11
BS_PVZJCXS1	2	1	1	0	7	0	0	0	0	11
BS_R922P3XJ	0	0	0	0	10	1	0	0	0	11
BS_THH0CE5A	1	0	1	0	9	0	0	0	0	11
BS_W6B48DD5	1	0	1	0	8	1	0	0	0	11
BS_W8DA9AXT	1	1	2	0	6	0	0	1	0	11
BS_WDTT7PG2	0	1	0	0	10	0	0	0	0	11
BS_WRJNMEX2	0	0	0	0	9	0	0	2	0	11
BS_XBBBE8V2	1	0	0	1	9	0	0	0	0	11
BS_XKM2EAT4	4	0	0	0	6	1	0	0	0	11
BS_XVNNWN2Z	2	0	0	0	8	0	0	1	0	11
BS_YMDPFK0V	0	0	0	0	11	0	0	0	0	11
BS_YXCVR90M	0	1	1	0	8	1	0	0	0	11
BS_ZECKZTFC	0	0	1	0	9	1	0	0	0	11
